time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT
5.5683,-9.3165,-0.7289,42.366,2.811,570.0311,-0.5545
5.57,-9.1108,-0.7322,42.2555,2.7755,569.6249,-0.5502
5.5717,-8.9078,-0.7342,42.1472,2.7387,569.2459,-0.5457
5.5733,-8.7066,-0.7347,42.0411,2.7008,568.8937,-0.5407
5.575,-8.5061,-0.7339,41.9372,2.6617,568.5681,-0.535
5.5767,-8.3053,-0.7318,41.8354,2.6217,568.269,-0.5286
5.5783,-8.103,-0.7284,41.7356,2.5807,567.9968,-0.5212
5.58,-7.8982,-0.7238,41.6374,2.5389,567.7519,-0.5125
5.5817,-7.6896,-0.718,41.5408,2.4964,567.5352,-0.5026
5.5833,-7.4764,-0.7112,41.4455,2.4533,567.3479,-0.4913
5.585,-7.2574,-0.7036,41.3513,2.4097,567.1913,-0.4785
5.5867,-7.0316,-0.6952,41.2579,2.3656,567.0671,-0.4641
5.5883,-6.7983,-0.6862,41.1652,2.3212,566.9772,-0.4482
5.59,-6.5566,-0.6768,41.0729,2.2765,566.9236,-0.4307
5.5917,-6.3058,-0.6672,40.9808,2.2317,566.9088,-0.4118
5.5933,-6.0455,-0.6575,40.8887,2.1866,566.9352,-0.3914
5.595,-5.7752,-0.648,40.7963,2.1414,567.0052,-0.3697
5.5967,-5.4947,-0.6389,40.7036,2.0961,567.1215,-0.3468
5.5983,-5.204,-0.6302,40.6101,2.0505,567.2866,-0.3228
5.6,-4.903,-0.6224,40.5157,2.0046,567.5031,-0.2978
5.6017,-4.592,-0.6154,40.4201,1.9583,567.7733,-0.272
5.6033,-4.2714,-0.6095,40.3231,1.9115,568.0996,-0.2453
5.605,-3.9417,-0.6048,40.2246,1.864,568.484,-0.2179
5.6067,-3.6034,-0.6014,40.1244,1.8156,568.9283,-0.1899
5.6083,-3.2573,-0.5995,40.0223,1.7663,569.4343,-0.1614
5.61,-2.9043,-0.599,39.9183,1.7158,570.0031,-0.1324
5.6117,-2.5453,-0.6001,39.8124,1.664,570.6356,-0.103
5.6133,-2.1811,-0.6028,39.7048,1.6108,571.3325,-0.0731
5.615,-1.8129,-0.6071,39.5956,1.5561,572.0938,-0.0428
5.6167,-1.4418,-0.6129,39.4851,1.4998,572.9191,-0.0122
5.6183,-1.0687,-0.6202,39.3737,1.4419,573.808,0.0189
5.62,-0.6948,-0.6289,39.2619,1.3824,574.759,0.0502
5.6217,-0.3211,-0.6388,39.1501,1.3215,575.7704,0.0819
5.6233,0.0513,-0.6497,39.039,1.2592,576.8399,0.1139
5.625,0.4214,-0.6616,38.929,1.1957,577.9648,0.1461
5.6267,0.7883,-0.6742,38.8209,1.1313,579.1417,0.1785
5.6283,1.151,-0.6873,38.7153,1.0662,580.3668,0.2109
5.63,1.5088,-0.7006,38.6127,1.0008,581.6357,0.2434
5.6317,1.8607,-0.7138,38.5137,0.9353,582.9437,0.2757
5.6333,2.2062,-0.7268,38.4188,0.8701,584.2853,0.3078
5.635,2.5446,-0.7393,38.3285,0.8056,585.6549,0.3395
5.6367,2.8753,-0.7511,38.2432,0.742,587.0464,0.3705
5.6383,3.1979,-0.7619,38.1632,0.6798,588.4536,0.4008
5.64,3.512,-0.7716,38.0888,0.6193,589.8698,0.4301
5.6417,3.8173,-0.78,38.0202,0.5607,591.2882,0.4581
5.6433,4.1135,-0.787,37.9576,0.5043,592.7023,0.4847
5.645,4.4006,-0.7926,37.9012,0.4504,594.105,0.5096
5.6467,4.6783,-0.7968,37.851,0.3992,595.49,0.5326
5.6483,4.9466,-0.7994,37.8072,0.3509,596.8505,0.5535
5.65,5.2057,-0.8006,37.7696,0.3056,598.1804,0.5722
5.6517,5.4554,-0.8005,37.7384,0.2633,599.4736,0.5885
5.6533,5.6961,-0.7993,37.7135,0.2242,600.7247,0.6023
5.655,5.9277,-0.797,37.6948,0.1882,601.9283,0.6135
5.6567,6.1505,-0.7938,37.6823,0.1553,603.08,0.6221
5.6583,6.3647,-0.79,37.6758,0.1254,604.1755,0.6282
5.66,6.5707,-0.7858,37.6752,0.0983,605.2111,0.6319
5.6617,6.7687,-0.7815,37.6801,0.0739,606.184,0.6332
5.6633,6.959,-0.7771,37.6904,0.052,607.0916,0.6324
5.665,7.1422,-0.773,37.7056,0.0323,607.9323,0.6297
5.6667,7.3186,-0.7692,37.7254,0.0146,608.7047,0.6253
5.6683,7.4887,-0.7662,37.7494,-0.0014,609.4085,0.6196
5.67,7.6532,-0.7638,37.7771,-0.0161,610.0437,0.6128
5.6717,7.8125,-0.7624,37.808,-0.0297,610.6111,0.6052
5.6733,7.9675,-0.7619,37.8416,-0.0425,611.1119,0.5972
5.675,8.1187,-0.7624,37.8774,-0.0547,611.5481,0.589
5.6767,8.267,-0.764,37.915,-0.0667,611.9219,0.5809
5.6783,8.4133,-0.7666,37.9539,-0.0785,612.2363,0.5732
5.68,8.5583,-0.7703,37.9938,-0.0905,612.4943,0.5659
5.6817,8.7031,-0.7749,38.0345,-0.1027,612.6996,0.5593
5.6833,8.8485,-0.7804,38.0756,-0.1152,612.8561,0.5535
5.685,8.9956,-0.7866,38.1169,-0.1281,612.9676,0.5486
5.6867,9.1453,-0.7935,38.1585,-0.1414,613.0383,0.5445
5.6883,9.2987,-0.8009,38.2001,-0.1549,613.0724,0.5412
5.69,9.4566,-0.8086,38.2418,-0.1687,613.0739,0.5386
5.6917,9.62,-0.8166,38.2835,-0.1826,613.0469,0.5368
5.6933,9.7898,-0.8246,38.3254,-0.1964,612.9951,0.5355
5.695,9.9668,-0.8325,38.3673,-0.2101,612.9222,0.5346
5.6967,10.1517,-0.8401,38.4092,-0.2234,612.8314,0.5341
5.6983,10.3451,-0.8473,38.451,-0.2362,612.7257,0.5336
5.7,10.5476,-0.8539,38.4926,-0.2483,612.6077,0.5332
5.7017,10.7597,-0.8597,38.5339,-0.2596,612.4797,0.5327
5.7033,10.9815,-0.8647,38.5744,-0.2698,612.3436,0.5318
5.705,11.2133,-0.8685,38.6139,-0.279,612.2008,0.5306
5.7067,11.4552,-0.8712,38.6521,-0.2871,612.0525,0.5289
5.7083,11.7069,-0.8726,38.6883,-0.2939,611.8994,0.5266
5.71,11.9682,-0.8726,38.7222,-0.2994,611.7419,0.5237
5.7117,12.2389,-0.8712,38.7533,-0.3038,611.5801,0.52
5.7133,12.5184,-0.8682,38.7809,-0.307,611.4141,0.5156
5.715,12.806,-0.8636,38.8047,-0.3091,611.2432,0.5105
5.7167,13.1012,-0.8574,38.824,-0.3103,611.0668,0.5048
5.7183,13.403,-0.8497,38.8384,-0.3107,610.8842,0.4985
5.72,13.7107,-0.8404,38.8475,-0.3104,610.6944,0.4916
5.7217,14.0234,-0.8297,38.8509,-0.3097,610.4962,0.4845
5.7233,14.34,-0.8175,38.8481,-0.3087,610.2885,0.4772
5.725,14.6596,-0.8039,38.8391,-0.3077,610.07,0.4699
5.7267,14.9812,-0.7892,38.8234,-0.307,609.8394,0.4628
5.7283,15.3039,-0.7733,38.801,-0.3066,609.5953,0.4563
5.73,15.6267,-0.7565,38.7717,-0.307,609.3365,0.4505
5.7317,15.9488,-0.7389,38.7354,-0.3082,609.0617,0.4457
5.7333,16.2692,-0.7205,38.6922,-0.3104,608.7697,0.4422
5.735,16.5874,-0.7017,38.6422,-0.314,608.4592,0.4403
5.7367,16.9025,-0.6825,38.5853,-0.3189,608.1294,0.4402
5.7383,17.214,-0.663,38.5218,-0.3252,607.7792,0.4422
5.74,17.5213,-0.6436,38.4519,-0.3332,607.408,0.4465
5.7417,17.8242,-0.6243,38.3758,-0.3428,607.015,0.4532
5.7433,18.1223,-0.6053,38.2938,-0.354,606.5999,0.4627
5.745,18.4154,-0.5869,38.2064,-0.3668,606.1624,0.4749
5.7467,18.7035,-0.5692,38.114,-0.3811,605.7024,0.49
5.7483,18.9866,-0.5524,38.0169,-0.3968,605.22,0.5081
5.75,19.2649,-0.5366,37.9156,-0.4139,604.7155,0.5291
5.7517,19.5386,-0.5222,37.8107,-0.432,604.1893,0.5528
5.7533,19.8081,-0.5092,37.7027,-0.4512,603.6422,0.5793
5.755,20.0739,-0.4978,37.592,-0.4711,603.0748,0.6082
5.7567,20.3365,-0.4883,37.4791,-0.4916,602.4882,0.6392
5.7583,20.5964,-0.4806,37.3645,-0.5125,601.8834,0.6721
5.76,20.8544,-0.4751,37.2485,-0.5337,601.2617,0.7064
5.7617,21.1113,-0.4716,37.1317,-0.5549,600.6243,0.7415
5.7633,21.3676,-0.4704,37.0142,-0.576,599.9727,0.7771
5.765,21.6243,-0.4713,36.8964,-0.5968,599.3081,0.8125
5.7667,21.882,-0.4745,36.7787,-0.6173,598.6323,0.8471
5.7683,22.1416,-0.48,36.6611,-0.6372,597.9465,0.8804
5.77,22.4037,-0.4875,36.5439,-0.6566,597.2523,0.9116
5.7717,22.6691,-0.4972,36.4274,-0.6752,596.5513,0.9401
5.7733,22.9383,-0.5088,36.3117,-0.6931,595.8447,0.9653
5.775,23.212,-0.5222,36.197,-0.7102,595.134,0.9867
5.7767,23.4906,-0.5373,36.0837,-0.7264,594.4205,1.0036
5.7783,23.7745,-0.5539,35.972,-0.7416,593.7052,1.0157
5.78,24.064,-0.5718,35.8622,-0.7559,592.9892,1.0224
5.7817,24.3593,-0.5908,35.7547,-0.7691,592.2734,1.0235
5.7833,24.6604,-0.6107,35.6499,-0.7814,591.5585,1.0187
5.785,24.9675,-0.6313,35.5484,-0.7925,590.845,1.0077
5.7867,25.2803,-0.6523,35.4505,-0.8025,590.1332,0.9906
5.7883,25.5987,-0.6736,35.3569,-0.8114,589.4232,0.9674
5.79,25.9224,-0.6949,35.2682,-0.819,588.7151,0.9383
5.7917,26.251,-0.716,35.1848,-0.8254,588.0084,0.9036
5.7933,26.5841,-0.7367,35.1074,-0.8305,587.3027,0.8636
5.795,26.9212,-0.7566,35.0366,-0.8342,586.5975,0.8188
5.7967,27.2617,-0.7756,34.9728,-0.8364,585.8917,0.77
5.7983,27.605,-0.7935,34.9166,-0.8371,585.1845,0.7178
5.8,27.9506,-0.8099,34.8684,-0.8361,584.4748,0.663
5.8017,28.2979,-0.8246,34.8286,-0.8334,583.7615,0.6065
5.8033,28.6462,-0.8373,34.7975,-0.829,583.0433,0.5493
5.805,28.9949,-0.8479,34.7754,-0.8225,582.319,0.4923
5.8067,29.3435,-0.856,34.7624,-0.8141,581.5873,0.4366
5.8083,29.6913,-0.8614,34.7585,-0.8035,580.847,0.3833
5.81,30.0379,-0.8639,34.7639,-0.7906,580.0971,0.3332
5.8117,30.3827,-0.8632,34.7784,-0.7753,579.3364,0.2874
5.8133,30.7252,-0.8592,34.8018,-0.7575,578.5638,0.2468
5.815,31.0652,-0.8517,34.834,-0.7372,577.7787,0.2123
5.8167,31.4021,-0.8406,34.8745,-0.7142,576.9804,0.1847
5.8183,31.7357,-0.8258,34.9229,-0.6885,576.1682,0.1646
5.82,32.0658,-0.8074,34.9788,-0.6601,575.3417,0.1527
5.8217,32.392,-0.7853,35.0415,-0.629,574.5007,0.1493
5.8233,32.7143,-0.7597,35.1103,-0.5952,573.6451,0.1548
5.825,33.0326,-0.7308,35.1845,-0.5589,572.7748,0.1693
5.8267,33.3467,-0.6989,35.2633,-0.5203,571.8902,0.1927
5.8283,33.6567,-0.6643,35.3457,-0.4795,570.9915,0.2249
5.83,33.9626,-0.6276,35.4308,-0.4369,570.0789,0.2653
5.8317,34.2644,-0.5891,35.5176,-0.3928,569.1531,0.3133
5.8333,34.5624,-0.5497,35.6051,-0.3475,568.2147,0.368
5.835,34.8566,-0.51,35.6922,-0.3015,567.2642,0.4282
5.8367,35.1472,-0.4709,35.7779,-0.2553,566.3023,0.4924
5.8383,35.4344,-0.4332,35.8611,-0.2095,565.3298,0.5592
5.84,35.7185,-0.398,35.9409,-0.1645,564.3476,0.6266
5.8417,35.9997,-0.3661,36.0163,-0.1211,563.3564,0.6926
5.8433,36.2783,-0.3387,36.0865,-0.0797,562.3572,0.7549
5.845,36.5545,-0.3167,36.1507,-0.0409,561.3509,0.8112
5.8467,36.8287,-0.3012,36.2082,-0.0053,560.3384,0.859
5.8483,37.101,-0.2932,36.2586,0.0267,559.3207,0.8959
5.85,37.3719,-0.2935,36.3013,0.0546,558.2989,0.9192
5.8517,37.6415,-0.3028,36.3361,0.0781,557.274,0.9265
5.8533,37.9101,-0.3219,36.3629,0.097,556.2473,0.9157
5.855,38.1779,-0.3513,36.3814,0.111,555.2196,0.8846
5.8567,38.4452,-0.391,36.3919,0.1203,554.1923,0.8315
5.8583,38.7122,-0.4413,36.3944,0.1249,553.1665,0.7551
5.86,38.9791,-0.5017,36.3892,0.1251,552.1433,0.6545
5.8617,39.2461,-0.5718,36.3767,0.1213,551.124,0.5295
5.8633,39.5134,-0.6507,36.3572,0.1141,550.1096,0.3805
5.865,39.7812,-0.7372,36.3313,0.1042,549.1013,0.2089
5.8667,40.0496,-0.8297,36.2995,0.0925,548.1002,0.0167
5.8683,40.3188,-0.9262,36.2622,0.0801,547.1073,-0.1931
5.87,40.5891,-1.0245,36.2203,0.0682,546.1238,-0.4162
5.8717,40.8605,-1.1219,36.1741,0.0581,545.1505,-0.6476
5.8733,41.1334,-1.2154,36.1245,0.0513,544.1885,-0.881
5.875,41.4079,-1.3017,36.072,0.0495,543.2386,-1.1089
5.8767,41.6842,-1.3773,36.0172,0.0543,542.3016,-1.3226
5.8783,41.9627,-1.4384,35.9609,0.0677,541.3785,-1.5125
5.88,42.2436,-1.4811,35.9035,0.0916,540.47,-1.6677
5.8817,42.5271,-1.5013,35.8459,0.128,539.5767,-1.7763
5.8833,42.8136,-1.4953,35.7885,0.1791,538.6993,-1.8254
5.885,43.1035,-1.459,35.7319,0.247,537.8384,-1.8012
5.8867,43.3969,-1.3889,35.6767,0.334,536.9946,-1.6893
5.8883,43.6943,-1.2816,35.6233,0.4425,536.1683,-1.4748
5.89,43.996,-1.1343,35.5723,0.5746,535.3599,-1.142
5.8917,44.3022,-0.9447,35.5241,0.7327,534.5695,-0.6755
5.8933,44.6133,-0.7109,35.479,0.9193,533.7974,-0.0594
5.895,44.9294,-0.4322,35.4374,1.1367,533.0435,0.7215
5.8967,45.251,-0.1083,35.3995,1.3873,532.3077,1.6825
5.8983,45.578,0.2598,35.3655,1.6735,531.5896,2.8377
5.9,45.9107,0.6704,35.3356,1.9977,530.8887,4.2008
5.9017,46.2492,1.1205,35.3099,2.3621,530.2043,5.7839
5.9033,46.5934,1.6065,35.2885,2.7693,529.5355,7.5983
5.905,46.9435,2.1232,35.2714,3.2214,528.8813,9.6532
5.9067,47.2992,2.6649,35.2586,3.7205,528.2402,11.9565
5.9083,47.6606,3.2248,35.25,4.2688,527.6107,14.5139
5.91,48.0274,3.7953,35.2455,4.868,526.9911,17.3292
5.9117,48.3996,4.3683,35.2451,5.5195,526.3793,20.4037
5.9133,48.7768,4.9352,35.2487,6.2245,525.7731,23.7366
5.915,49.159,5.4871,35.256,6.9834,525.17,27.3244
5.9167,49.546,6.0153,35.2671,7.7961,524.5672,31.1612
5.9183,49.9374,6.5111,35.2818,8.6616,523.9619,35.2385
5.92,50.3332,6.9662,35.2998,9.5782,523.3507,39.5454
5.9217,50.7331,7.373,35.321,10.5432,522.7303,44.0686
5.9233,51.1369,7.7247,35.3452,11.5528,522.097,48.7924
5.925,51.5445,8.0153,35.3721,12.6024,521.4469,53.6988
5.9267,51.9556,8.2398,35.4014,13.6862,520.776,58.7682
5.9283,52.3699,8.3944,35.4328,14.7976,520.08,63.9791
5.93,52.7872,8.4766,35.4659,15.9289,519.3544,69.3083
5.9317,53.2071,8.485,35.5001,17.0718,518.5947,74.7318
5.9333,53.6292,8.4193,35.535,18.217,517.7963,80.2245
5.935,54.0531,8.2808,35.5699,19.3547,516.9543,85.7606
5.9367,54.4782,8.0717,35.6042,20.4745,516.0641,91.3144
5.9383,54.9039,7.7954,35.6372,21.5655,515.1208,96.86
5.94,55.3296,7.4561,35.6681,22.6165,514.1198,102.3722
5.9417,55.7546,7.0592,35.696,23.6162,513.0564,107.8264
5.9433,56.1779,6.6104,35.72,24.553,511.9261,113.1991
5.945,56.5989,6.1161,35.7392,25.4157,510.7248,118.4681
5.9467,57.0165,5.5831,35.7524,26.1929,509.4482,123.6127
5.9483,57.4299,5.0183,35.7587,26.8738,508.0926,128.6142
5.95,57.8381,4.4289,35.7569,27.4478,506.6544,133.4558
5.9517,58.2402,3.8217,35.7458,27.9051,505.1306,138.1229
5.9533,58.6353,3.2036,35.7243,28.2364,503.5183,142.6034
5.955,59.0224,2.5811,35.691,28.4334,501.815,146.8873
5.9567,59.4008,1.9603,35.6448,28.4889,500.0185,150.9675
5.9583,59.7697,1.3466,35.5843,28.3964,498.1273,154.8394
5.96,60.1283,0.7451,35.5084,28.1512,496.1399,158.5007
5.9617,60.4761,0.1598,35.4157,27.7496,494.0555,161.9521
5.9633,60.8126,-0.4056,35.3051,27.1893,491.8735,165.1965
5.965,61.1374,-0.9485,35.1754,26.4696,489.5938,168.2393
5.9667,61.4501,-1.4668,35.0255,25.5915,487.2164,171.0882
5.9683,61.7507,-1.9594,34.8544,24.5571,484.7419,173.7533
5.97,62.0391,-2.4255,34.6613,23.3706,482.171,176.2464
5.9717,62.3153,-2.8654,34.4453,22.0373,479.5049,178.5812
5.9733,62.5796,-3.2797,34.2059,20.5643,476.7447,180.7729
5.975,62.832,-3.6695,33.9426,18.9601,473.8918,182.8383
5.9767,63.0731,-4.0364,33.6552,17.2345,470.9478,184.7948
5.9783,63.303,-4.3822,33.3435,15.3988,467.9142,186.6612
5.98,63.5224,-4.7091,33.0076,13.4653,464.7928,188.4562
5.9817,63.7316,-5.0191,32.6478,11.4477,461.5849,190.1991
5.9833,63.9313,-5.3145,32.2647,9.3602,458.2921,191.9091
5.985,64.1218,-5.5972,31.8588,7.2183,454.9157,193.6049
5.9867,64.3037,-5.8691,31.431,5.0377,451.4566,195.3046
5.9883,64.4775,-6.1317,30.9822,2.8348,447.9159,197.0254
5.99,64.6437,-6.386,30.5134,0.6258,444.294,198.7834
5.9917,64.8026,-6.6328,30.026,-1.5726,440.5913,200.5934
5.9933,64.9546,-6.8722,29.521,-3.7443,436.8077,202.4686
5.995,65.0998,-7.1039,28.9999,-5.8736,432.9428,204.4204
5.9967,65.2384,-7.3271,28.4639,-7.9453,428.9961,206.4585
5.9983,65.3702,-7.5405,27.9144,-9.9452,424.9665,208.5908
6,65.4952,-7.7424,27.3526,-11.8601,420.8528,210.8231
6.0017,65.6128,-7.9306,26.7799,-13.6782,416.6536,213.1595
6.0033,65.7224,-8.1026,26.1975,-15.3889,412.367,215.602
6.005,65.8234,-8.2556,25.6067,-16.983,407.9912,218.151
6.0067,65.9147,-8.3867,25.0084,-18.4532,403.5243,220.8051
6.0083,65.995,-8.4929,24.4038,-19.7937,398.9641,223.5615
6.01,66.063,-8.571,23.7939,-21.0003,394.3084,226.4161
6.0117,66.1169,-8.6181,23.1796,-22.0707,389.5554,229.3638
6.0133,66.1549,-8.6316,22.5618,-23.0042,384.7031,232.3987
6.015,66.1749,-8.6092,21.9412,-23.8016,379.7498,235.5143
6.0167,66.1746,-8.5491,21.3186,-24.4657,374.6939,238.7039
6.0183,66.1516,-8.4499,20.6946,-25.0004,369.5345,241.961
6.02,66.1033,-8.3111,20.0699,-25.4113,364.2708,245.2794
6.0217,66.0271,-8.1329,19.4451,-25.7051,358.9025,248.6536
6.0233,65.9203,-7.9162,18.8207,-25.8898,353.4299,252.0791
6.025,65.7802,-7.663,18.1972,-25.9745,347.8538,255.5526
6.0267,65.6041,-7.3762,17.5753,-25.969,342.1758,259.0724
6.0283,65.3894,-7.0595,16.9554,-25.884,336.3981,262.6385
6.03,65.1336,-6.7178,16.3381,-25.7307,330.5236,266.2524
6.0317,64.8344,-6.357,15.724,-25.5209,324.5558,269.918
6.0333,64.4899,-5.9839,15.1137,-25.2663,318.4995,273.6407
6.035,64.0982,-5.6062,14.5077,-24.9791,312.3596,277.4282
6.0367,63.6579,-5.2324,13.9069,-24.6713,306.1422,281.29
6.0383,63.168,-4.8719,13.312,-24.3545,299.8542,285.2375
6.04,62.6277,-4.5344,12.7238,-24.0404,293.503,289.2835
6.0417,62.0369,-4.2304,12.1431,-23.7399,287.0968,293.4423
6.0433,61.3957,-3.9705,11.5709,-23.4636,280.6443,297.7292
6.045,60.705,-3.7654,11.008,-23.2211,274.155,302.1602
6.0467,59.9658,-3.626,10.4555,-23.0215,267.6385,306.7515
6.0483,59.1798,-3.5627,9.9143,-22.8729,261.1053,311.5191
6.05,58.3493,-3.5856,9.3852,-22.7824,254.5656,316.4786
6.0517,57.4766,-3.704,8.8693,-22.7564,248.03,321.6442
6.0533,56.5648,-3.9265,8.3672,-22.7997,241.5093,327.0285
6.055,55.6173,-4.2604,7.8799,-22.9166,235.0139,332.642
6.0567,54.6377,-4.7117,7.4081,-23.1097,228.554,338.4924
6.0583,53.6301,-5.2852,6.9522,-23.3809,222.1398,344.5846
6.06,52.5985,-5.9836,6.5127,-23.7307,215.7806,350.9197
6.0617,51.5473,-6.8081,6.0901,-24.1587,209.4854,357.4954
6.0633,50.4809,-7.758,5.6846,-24.6631,203.2624,364.3048
6.065,49.4037,-8.8305,5.2962,-25.2415,197.1191,371.3372
6.0667,48.32,-10.0207,4.9248,-25.8903,191.0622,378.5774
6.0683,47.2341,-11.3218,4.5704,-26.6051,185.0975,386.0059
6.07,46.15,-12.7252,4.2326,-27.381,179.2299,393.5991
6.0717,45.0713,-14.2202,3.911,-28.2123,173.4633,401.3296
6.0733,44.0014,-15.7945,3.6051,-29.0931,167.8007,409.1666
6.075,42.9433,-17.4346,3.3142,-30.017,162.2441,417.0762
6.0767,41.8993,-19.1254,3.0377,-30.9777,156.7949,425.0222
6.0783,40.8715,-20.8513,2.7748,-31.9689,151.4534,432.9667
6.08,39.8611,-22.596,2.5246,-32.9844,146.2192,440.8707
6.0817,38.8692,-24.3431,2.286,-34.0183,141.0913,448.6949
6.0833,37.8958,-26.0763,2.0581,-35.0649,136.0679,456.4002
6.085,36.9406,-27.7797,1.8399,-36.1192,131.147,463.949
6.0867,36.0028,-29.4381,1.6301,-37.1762,126.3259,471.3051
6.0883,35.0809,-31.0374,1.4278,-38.2317,121.6019,478.4349
6.09,34.1731,-32.5646,1.2317,-39.2816,116.9719,485.3077
6.0917,33.2771,-34.008,1.0408,-40.3222,112.4327,491.8965
6.0933,32.3902,-35.3573,0.8541,-41.3503,107.9814,498.1778
6.095,31.5095,-36.6041,0.6705,-42.3628,103.6149,504.1329
6.0967,30.632,-37.7413,0.4893,-43.357,99.3305,509.7472
6.0983,29.7543,-38.7638,0.3095,-44.3305,95.1258,515.0107
6.1,28.8733,-39.668,0.1306,-45.2809,90.9987,519.9182
6.1017,27.9858,-40.4523,-0.0478,-46.2064,86.9474,524.4689
6.1033,27.0889,-41.1163,-0.2261,-47.1055,82.9707,528.6664
6.105,26.18,-41.6613,-0.4042,-47.9767,79.0678,532.5184
6.1067,25.2566,-42.09,-0.5821,-48.8192,75.2385,536.0365
6.1083,24.3171,-42.4063,-0.7593,-49.6324,71.4829,539.2355
6.11,23.36,-42.6151,-0.9354,-50.4162,67.8018,542.1334
6.1117,22.3847,-42.7222,-1.1095,-51.1707,64.1963,544.7504
6.1133,21.391,-42.7342,-1.2806,-51.8966,60.6679,547.1089
6.115,20.3796,-42.6583,-1.4477,-52.5949,57.2189,549.2326
6.1167,19.3516,-42.502,-1.6094,-53.2666,53.8514,551.1461
6.1183,18.309,-42.2731,-1.7644,-53.9132,50.5683,552.8745
6.12,17.2542,-41.9795,-1.9113,-54.5365,47.3725,554.4429
6.1217,16.1905,-41.6292,-2.0486,-55.1381,44.2671,555.8756
6.1233,15.1215,-41.2298,-2.1749,-55.7199,41.2556,557.1964
6.125,14.0515,-40.7886,-2.2888,-56.2838,38.3411,558.4276
6.1267,12.985,-40.3129,-2.389,-56.8317,35.5274,559.5899
6.1283,11.9271,-39.8091,-2.4744,-57.3655,32.8176,560.7023
6.13,10.883,-39.2835,-2.5442,-57.8872,30.2152,561.7818
6.1317,9.8579,-38.7415,-2.5975,-58.3984,27.7234,562.843
6.1333,8.8572,-38.1882,-2.6341,-58.901,25.3452,563.8984
6.135,7.8862,-37.6282,-2.6536,-59.3965,23.0833,564.958
6.1367,6.9499,-37.0652,-2.6563,-59.8866,20.9401,566.0295
6.1383,6.0532,-36.5028,-2.6425,-60.3726,18.9177,567.1183
6.14,5.2005,-35.9439,-2.6129,-60.8558,17.0178,568.2276
6.1417,4.3957,-35.3907,-2.5684,-61.3372,15.2414,569.3583
6.1433,3.6422,-34.8452,-2.5104,-61.8179,13.5892,570.5093
6.145,2.9429,-34.309,-2.4401,-62.2983,12.0611,571.6778
6.1467,2.2999,-33.7832,-2.3593,-62.7791,10.6565,572.8591
6.1483,1.7147,-33.2687,-2.2698,-63.2602,9.3742,574.0472
6.15,1.188,-32.7658,-2.1734,-63.7418,8.212,575.2347
6.1517,0.7198,-32.2751,-2.0723,-64.2234,7.1674,576.4131
6.1533,0.3095,-31.7964,-1.9685,-64.7045,6.2368,577.5734
6.155,-0.0442,-31.3297,-1.864,-65.1844,5.4162,578.7055
6.1567,-0.3432,-30.8748,-1.761,-65.6621,4.7009,579.7991
6.1583,-0.5899,-30.4313,-1.6613,-66.1365,4.0853,580.8439
6.16,-0.7872,-29.9988,-1.5668,-66.6064,3.5634,581.8293
6.1617,-0.9385,-29.5767,-1.479,-67.0702,3.129,582.7452
6.1633,-1.0472,-29.1645,-1.3993,-67.5267,2.775,583.5817
6.165,-1.1172,-28.7618,-1.329,-67.9741,2.4943,584.3296
6.1667,-1.1524,-28.3679,-1.2688,-68.4109,2.2796,584.9805
6.1683,-1.1569,-27.9823,-1.2193,-68.8353,2.1236,585.5268
6.17,-1.1346,-27.6046,-1.1809,-69.2456,2.0188,585.962
6.1717,-1.0895,-27.2342,-1.1534,-69.6401,1.9583,586.2808
6.1733,-1.0254,-26.8706,-1.1366,-70.0169,1.935,586.4789
6.175,-0.9458,-26.5135,-1.1299,-70.3745,1.9426,586.5533
6.1767,-0.8542,-26.1625,-1.1326,-70.711,1.9748,586.5026
6.1783,-0.7538,-25.8171,-1.1437,-71.0248,2.0262,586.3262
6.18,-0.6474,-25.477,-1.1621,-71.3145,2.0915,586.0251
6.1817,-0.5376,-25.142,-1.1865,-71.5786,2.1663,585.6017
6.1833,-0.4268,-24.8119,-1.2157,-71.8158,2.2465,585.0591
6.185,-0.317,-24.4863,-1.2483,-72.0252,2.3288,584.4019
6.1867,-0.21,-24.1651,-1.2832,-72.2057,2.41,583.6354
6.1883,-0.1071,-23.8482,-1.3191,-72.3569,2.4878,582.7661
6.19,-0.0096,-23.5355,-1.3549,-72.4782,2.5601,581.8009
6.1917,0.0815,-23.2271,-1.3897,-72.5694,2.6253,580.7477
6.1933,0.1655,-22.9228,-1.4225,-72.6305,2.6823,579.6145
6.195,0.2419,-22.6228,-1.4528,-72.6619,2.7303,578.4099
6.1967,0.3105,-22.3272,-1.4801,-72.6639,2.7686,577.1425
6.1983,0.3712,-22.0361,-1.5039,-72.6373,2.7972,575.8211
6.2,0.424,-21.7496,-1.5241,-72.5829,2.8161,574.4543
6.2017,0.4691,-21.4679,-1.5407,-72.5018,2.8255,573.0505
6.2033,0.5069,-21.1912,-1.5536,-72.3952,2.8261,571.6178
6.205,0.5378,-20.9199,-1.5629,-72.2645,2.8186,570.1638
6.2067,0.5623,-20.654,-1.5689,-72.1112,2.8037,568.6954
6.2083,0.581,-20.3939,-1.5717,-71.9369,2.7824,567.2192
6.21,0.5945,-20.1398,-1.5717,-71.7433,2.7558,565.741
6.2117,0.6035,-19.892,-1.5689,-71.5323,2.7249,564.2656
