time,Rfoot,Lfoot,Rshank,Lshank,Rthigh,Lthigh,trunk,
9.8167,-1.3203,-6.3933,90.8037,82.7270,80.2142,78.9091,94.9235,
9.8250,-1.2550,-6.4654,90.6275,82.7779,80.1059,78.9701,94.7907,
9.8333,-1.1740,-6.5634,90.4337,82.8337,80.0003,79.0378,94.6534,
9.8417,-1.0794,-6.6816,90.2215,82.8966,79.8978,79.1104,94.5106,
9.8500,-0.9787,-6.8126,89.9938,82.9649,79.7996,79.1871,94.3615,
9.8583,-0.8834,-6.9470,89.7568,83.0321,79.7074,79.2686,94.2055,
9.8667,-0.8025,-7.0736,89.5155,83.0893,79.6227,79.3561,94.0435,
9.8750,-0.7394,-7.1818,89.2701,83.1299,79.5463,79.4493,93.8769,
9.8833,-0.6920,-7.2670,89.0169,83.1530,79.4785,79.5458,93.7085,
9.8917,-0.6572,-7.3325,88.7540,83.1654,79.4188,79.6411,93.5415,
9.9000,-0.6357,-7.3894,88.4884,83.1777,79.3656,79.7304,93.3796,
9.9083,-0.6317,-7.4497,88.2368,83.2000,79.3156,79.8095,93.2259,
9.9167,-0.6487,-7.5162,88.0129,83.2369,79.2651,79.8768,93.0834,
9.9250,-0.6835,-7.5779,87.8143,83.2900,79.2112,79.9325,92.9538,
9.9333,-0.7287,-7.6134,87.6293,83.3594,79.1521,79.9782,92.8376,
9.9417,-0.7773,-7.5984,87.4511,83.4447,79.0859,80.0169,92.7335,
9.9500,-0.8247,-7.5195,87.2803,83.5437,79.0107,80.0529,92.6383,
9.9583,-0.8686,-7.3835,87.1207,83.6525,78.9262,80.0916,92.5478,
9.9667,-0.9091,-7.2123,86.9749,83.7660,78.8352,80.1383,92.4569,
9.9750,-0.9480,-7.0267,86.8428,83.8808,78.7437,80.1982,92.3604,
9.9833,-0.9879,-6.8364,86.7209,83.9969,78.6608,80.2749,92.2527,
9.9917,-1.0309,-6.6411,86.6024,84.1171,78.5973,80.3702,92.1297,
10.0000,-1.0786,-6.4345,86.4803,84.2449,78.5636,80.4843,91.9885,
10.0083,-1.1320,-6.2072,86.3511,84.3827,78.5656,80.6158,91.8292,
10.0167,-1.1911,-5.9509,86.2163,84.5304,78.6028,80.7606,91.6548,
10.0250,-1.2542,-5.6599,86.0801,84.6852,78.6695,80.9124,91.4721,
10.0333,-1.3185,-5.3337,85.9483,84.8411,78.7552,81.0624,91.2913,
