time,Rfoot,Lfoot,Rshank,Lshank,Rthigh,Lthigh,trunk,
4.2833,-0.4467,5.3716,86.3058,80.7048,76.9426,89.7947,89.2165,
4.2917,-0.4573,7.2673,86.1685,82.9570,76.6640,90.0613,89.1223,
4.3000,-0.4762,9.1856,86.0184,85.2191,76.3922,90.3265,89.0549,
4.3083,-0.5042,11.1122,85.8543,87.4582,76.1289,90.6024,89.0159,
4.3167,-0.5405,13.0301,85.6755,89.6463,75.8748,90.8971,89.0049,
4.3250,-0.5833,14.9190,85.4821,91.7622,75.6295,91.2126,89.0193,
4.3333,-0.6305,16.7567,85.2745,93.7925,75.3924,91.5441,89.0550,
4.3417,-0.6806,18.5207,85.0527,95.7275,75.1629,91.8832,89.1075,
4.3500,-0.7333,20.1900,84.8166,97.5553,74.9404,92.2221,89.1727,
4.3583,-0.7892,21.7442,84.5660,99.2607,74.7247,92.5548,89.2474,
4.3667,-0.8497,23.1612,84.3011,100.8257,74.5151,92.8764,89.3304,
4.3750,-0.9166,24.4179,84.0228,102.2305,74.3105,93.1839,89.4221,
4.3833,-0.9915,25.4909,83.7326,103.4537,74.1097,93.4769,89.5239,
4.3917,-1.0751,26.3558,83.4320,104.4763,73.9113,93.7559,89.6383,
4.4000,-1.1675,26.9865,83.1223,105.2857,73.7138,94.0199,89.7681,
4.4083,-1.2684,27.3572,82.8042,105.8804,73.5165,94.2641,89.9172,
4.4167,-1.3776,27.4476,82.4769,106.2718,73.3193,94.4796,90.0888,
4.4250,-1.4951,27.2493,82.1386,106.4826,73.1239,94.6551,90.2856,
4.4333,-1.6215,26.7708,81.7860,106.5433,72.9329,94.7796,90.5086,
4.4417,-1.7584,26.0379,81.4159,106.4886,72.7503,94.8446,90.7573,
4.4500,-1.9086,25.0900,81.0249,106.3548,72.5801,94.8458,91.0307,
4.4583,-2.0767,23.9753,80.6100,106.1763,72.4269,94.7842,91.3274,
4.4667,-2.2701,22.7463,80.1683,105.9809,72.2955,94.6660,91.6458,
4.4750,-2.4989,21.4529,79.6970,105.7843,72.1903,94.5027,91.9828,
4.4833,-2.7757,20.1387,79.1940,105.5876,72.1152,94.3095,92.3338,
4.4917,-3.1141,18.8391,78.6575,105.3809,72.0731,94.1024,92.6921,
4.5000,-3.5260,17.5825,78.0851,105.1504,72.0665,93.8940,93.0490,
4.5083,-4.0193,16.3902,77.4738,104.8860,72.0975,93.6914,93.3949,
4.5167,-4.5985,15.2772,76.8212,104.5850,72.1676,93.4966,93.7207,
4.5250,-5.2662,14.2499,76.1264,104.2520,72.2768,93.3082,94.0191,
4.5333,-6.0237,13.3072,75.3901,103.8964,72.4241,93.1233,94.2861,
4.5417,-6.8712,12.4416,74.6143,103.5282,72.6084,92.9391,94.5198,
4.5500,-7.8073,11.6418,73.8021,103.1552,72.8285,92.7535,94.7209,
4.5583,-8.8291,10.8951,72.9573,102.7813,73.0831,92.5660,94.8914,
4.5667,-9.9336,10.1896,72.0841,102.4071,73.3715,92.3773,95.0356,
4.5750,-11.1180,9.5162,71.1852,102.0303,73.6939,92.1894,95.1590,
4.5833,-12.3816,8.8682,70.2613,101.6480,74.0514,92.0053,95.2681,
4.5917,-13.7245,8.2400,69.3113,101.2575,74.4460,91.8287,95.3694,
4.6000,-15.1472,7.6278,68.3332,100.8574,74.8789,91.6633,95.4683,
4.6083,-16.6504,7.0291,67.3247,100.4469,75.3513,91.5119,95.5693,
4.6167,-18.2362,6.4425,66.2836,100.0263,75.8637,91.3751,95.6761,
4.6250,-19.9080,5.8671,65.2080,99.5983,76.4172,91.2504,95.7919,
4.6333,-21.6686,5.3041,64.0981,99.1679,77.0125,91.1328,95.9183,
4.6417,-23.5171,4.7586,62.9570,98.7413,77.6500,91.0162,96.0551,
4.6500,-25.4452,4.2410,61.7925,98.3238,78.3294,90.8959,96.1995,
4.6583,-27.4391,3.7661,60.6173,97.9186,79.0496,90.7696,96.3466,
4.6667,-29.4874,3.3488,59.4459,97.5258,79.8087,90.6370,96.4902,
4.6750,-31.5898,2.9993,58.2919,97.1439,80.6042,90.4990,96.6240,
4.6833,-33.7580,2.7195,57.1676,96.7713,81.4327,90.3556,96.7429,
4.6917,-36.0078,2.5027,56.0852,96.4081,82.2900,90.2056,96.8430,
4.7000,-38.3515,2.3374,55.0580,96.0561,83.1717,90.0467,96.9221,
4.7083,-40.7929,2.2122,54.1003,95.7186,84.0732,89.8762,96.9791,
4.7167,-43.3237,2.1167,53.2265,95.3988,84.9904,89.6911,97.0141,
4.7250,-45.9206,2.0432,52.4478,95.0996,85.9200,89.4889,97.0279,
4.7333,-48.5373,1.9856,51.7697,94.8223,86.8594,89.2687,97.0223,
4.7417,-51.0919,1.9404,51.1911,94.5665,87.8055,89.0306,96.9990,
4.7500,-53.4592,1.9053,50.7081,94.3304,88.7541,88.7764,96.9604,
4.7583,-55.4753,1.8794,50.3182,94.1101,89.6985,88.5092,96.9087,
4.7667,-56.9624,1.8622,50.0255,93.9011,90.6295,88.2330,96.8461,
4.7750,-57.7763,1.8528,49.8432,93.6990,91.5361,87.9521,96.7745,
4.7833,-57.8660,1.8484,49.7936,93.5002,92.4065,87.6708,96.6954,
4.7917,-57.3003,1.8443,49.9024,93.3020,93.2306,87.3928,96.6099,
4.8000,-56.2347,1.8350,50.1902,93.1022,94.0015,87.1210,96.5190,
4.8083,-54.8387,1.8159,50.6663,92.8986,94.7174,86.8576,96.4233,
4.8167,-53.2346,1.7846,51.3300,92.6889,95.3806,86.6038,96.3237,
4.8250,-51.4770,1.7409,52.1732,92.4704,95.9937,86.3597,96.2213,
4.8333,-49.5704,1.6872,53.1829,92.2405,96.5576,86.1247,96.1176,
4.8417,-47.4995,1.6268,54.3433,91.9980,97.0706,85.8975,96.0138,
4.8500,-45.2511,1.5619,55.6390,91.7429,97.5293,85.6763,95.9111,
4.8583,-42.8226,1.4936,57.0552,91.4768,97.9308,85.4589,95.8107,
4.8667,-40.2236,1.4210,58.5785,91.2024,98.2749,85.2430,95.7135,
4.8750,-37.4704,1.3431,60.1974,90.9231,98.5646,85.0257,95.6202,
4.8833,-34.5808,1.2593,61.9046,90.6423,98.8041,84.8045,95.5313,
4.8917,-31.5730,1.1691,63.6954,90.3625,98.9975,84.5774,95.4474,
4.9000,-28.4674,1.0725,65.5658,90.0851,99.1479,84.3435,95.3685,
4.9083,-25.2894,0.9696,67.5104,89.8107,99.2579,84.1020,95.2946,
4.9167,-22.0726,0.8612,69.5206,89.5401,99.3301,83.8523,95.2252,
4.9250,-18.8603,0.7481,71.5847,89.2733,99.3665,83.5938,95.1595,
4.9333,-15.7025,0.6312,73.6916,89.0099,99.3683,83.3263,95.0974,
4.9417,-12.6466,0.5108,75.8331,88.7489,99.3359,83.0502,95.0386,
4.9500,-9.7314,0.3868,78.0037,88.4890,99.2689,82.7658,94.9831,
4.9583,-6.9849,0.2590,80.1980,88.2290,99.1668,82.4739,94.9308,
4.9667,-4.4229,0.1274,82.4078,87.9668,99.0300,82.1753,94.8810,
4.9750,-2.0498,-0.0087,84.6206,87.6997,98.8591,81.8716,94.8331,
4.9833,0.1384,-0.1503,86.8205,87.4252,98.6560,81.5647,94.7862,
4.9917,2.1481,-0.2996,88.9892,87.1409,98.4238,81.2565,94.7403,
5.0000,3.9867,-0.4580,91.1077,86.8457,98.1668,80.9485,94.6953,
5.0083,5.6635,-0.6261,93.1552,86.5401,97.8904,80.6414,94.6523,
5.0167,7.1896,-0.8033,95.1084,86.2252,97.6002,80.3356,94.6125,
5.0250,8.5754,-0.9892,96.9437,85.9025,97.3021,80.0316,94.5781,
5.0333,9.8298,-1.1841,98.6371,85.5727,97.0013,79.7301,94.5508,
5.0417,10.9616,-1.3891,100.1664,85.2358,96.7017,79.4317,94.5330,
5.0500,11.9805,-1.6053,101.5114,84.8906,96.4055,79.1367,94.5269,
5.0583,12.8945,-1.8337,102.6556,84.5354,96.1135,78.8449,94.5351,
5.0667,13.7053,-2.0755,103.5859,84.1684,95.8244,78.5553,94.5605,
5.0750,14.4009,-2.3322,104.2945,83.7877,95.5358,78.2674,94.6050,
5.0833,14.9516,-2.6046,104.7820,83.3924,95.2449,77.9821,94.6685,
5.0917,15.3150,-2.8919,105.0590,82.9826,94.9499,77.7012,94.7480,
5.1000,15.4474,-3.1911,105.1476,82.5590,94.6495,77.4273,94.8391,
5.1083,15.3210,-3.4988,105.0791,82.1234,94.3425,77.1614,94.9378,
5.1167,14.9364,-3.8125,104.8919,81.6776,94.0284,76.9036,95.0414,
5.1250,14.3246,-4.1327,104.6267,81.2245,93.7094,76.6533,95.1477,
5.1333,13.5294,-4.4629,104.3214,80.7669,93.3906,76.4100,95.2547,
5.1417,12.5877,-4.8081,104.0042,80.3070,93.0799,76.1737,95.3598,
5.1500,11.5287,-5.1744,103.6879,79.8460,92.7868,75.9446,95.4604,
5.1583,10.3866,-5.5681,103.3687,79.3838,92.5199,75.7233,95.5534,
5.1667,9.2073,-5.9965,103.0302,78.9195,92.2861,75.5103,95.6358,
5.1750,8.0403,-6.4675,102.6522,78.4509,92.0888,75.3067,95.7049,
5.1833,6.9267,-6.9892,102.2196,77.9751,91.9275,75.1146,95.7592,
5.1917,5.8957,-7.5694,101.7278,77.4875,91.7971,74.9372,95.7976,
5.2000,4.9705,-8.2137,101.1824,76.9828,91.6880,74.7793,95.8203,
5.2083,4.1728,-8.9235,100.5972,76.4552,91.5869,74.6457,95.8285,
5.2167,3.5204,-9.6973,99.9907,75.9005,91.4783,74.5409,95.8239,
5.2250,3.0192,-10.5335,99.3834,75.3169,91.3471,74.4680,95.8093,
5.2333,2.6587,-11.4328,98.7943,74.7059,91.1812,74.4280,95.7873,
5.2417,2.4158,-12.3972,98.2381,74.0706,90.9740,74.4207,95.7607,
5.2500,2.2633,-13.4294,97.7220,73.4139,90.7256,74.4457,95.7311,
5.2583,2.1756,-14.5324,97.2454,72.7369,90.4417,74.5027,95.6993,
5.2667,2.1301,-15.7086,96.8031,72.0395,90.1315,74.5923,95.6647,
5.2750,2.1082,-16.9565,96.3891,71.3210,89.8045,74.7144,95.6260,
5.2833,2.0963,-18.2675,95.9991,70.5807,89.4680,74.8687,95.5815,
5.2917,2.0851,-19.6202,95.6310,69.8189,89.1269,75.0540,95.5299,
5.3000,2.0697,-20.9759,95.2824,69.0376,88.7833,75.2678,95.4718,
5.3083,2.0482,-22.2869,94.9495,68.2398,88.4373,75.5054,95.4104,
5.3167,2.0208,-23.5177,94.6290,67.4273,88.0869,75.7610,95.3508,
5.3250,1.9885,-24.6555,94.3198,66.6016,87.7298,76.0302,95.2963,
5.3333,1.9526,-25.7002,94.0206,65.7666,87.3663,76.3107,95.2462,
5.3417,1.9149,-26.6519,93.7273,64.9308,87.0005,76.6027,95.1964,
5.3500,1.8763,-27.5022,93.4347,64.1077,86.6382,76.9077,95.1409,
5.3583,1.8377,-28.2300,93.1403,63.3146,86.2834,77.2280,95.0741,
5.3667,1.7993,-28.8027,92.8458,62.5720,85.9372,77.5657,94.9921,
5.3750,1.7610,-29.1826,92.5544,61.9028,85.5992,77.9227,94.8932,
5.3833,1.7225,-29.3385,92.2684,61.3296,85.2690,78.2998,94.7770,
5.3917,1.6830,-29.2547,91.9890,60.8704,84.9463,78.6977,94.6441,
5.4000,1.6417,-28.9354,91.7173,60.5359,84.6306,79.1172,94.4953,
5.4083,1.5978,-28.4042,91.4550,60.3284,84.3208,79.5596,94.3315,
5.4167,1.5510,-27.6994,91.2031,60.2436,84.0159,80.0267,94.1535,
5.4250,1.5011,-26.8635,90.9627,60.2731,83.7152,80.5200,93.9624,
5.4333,1.4481,-25.9288,90.7337,60.4081,83.4185,81.0401,93.7602,
5.4417,1.3925,-24.9117,90.5160,60.6416,83.1255,81.5862,93.5490,
5.4500,1.3355,-23.8137,90.3093,60.9699,82.8357,82.1553,93.3313,
5.4583,1.2788,-22.6295,90.1125,61.3940,82.5482,82.7412,93.1101,
5.4667,1.2245,-21.3549,89.9242,61.9196,82.2612,83.3341,92.8900,
5.4750,1.1743,-19.9904,89.7429,62.5562,81.9725,83.9209,92.6764,
5.4833,1.1290,-18.5412,89.5675,63.3144,81.6794,84.4879,92.4754,
5.4917,1.0886,-17.0164,89.3973,64.2012,81.3799,85.0251,92.2925,
5.5000,1.0522,-15.4261,89.2320,65.2189,81.0725,85.5268,92.1314,
5.5083,1.0186,-13.7792,89.0708,66.3673,80.7569,85.9903,91.9938,
5.5167,0.9860,-12.0833,88.9121,67.6462,80.4340,86.4135,91.8790,
5.5250,0.9532,-10.3433,88.7539,69.0537,80.1052,86.7956,91.7839,
5.5333,0.9192,-8.5618,88.5937,70.5840,79.7726,87.1384,91.7040,
5.5417,0.8842,-6.7420,88.4291,72.2280,79.4383,87.4460,91.6345,
5.5500,0.8492,-4.8907,88.2581,73.9733,79.1044,87.7245,91.5715,
5.5583,0.8158,-3.0193,88.0789,75.8048,78.7733,87.9822,91.5121,
5.5667,0.7847,-1.1410,87.8904,77.7059,78.4475,88.2283,91.4542,
5.5750,0.7558,0.7319,87.6915,79.6585,78.1305,88.4724,91.3960,
5.5833,0.7279,2.5865,87.4814,81.6440,77.8256,88.7228,91.3360,
5.5917,0.6994,4.4090,87.2600,83.6435,77.5362,88.9868,91.2730,
5.6000,0.6693,6.1863,87.0278,85.6391,77.2647,89.2695,91.2054,
5.6083,0.6374,7.9079,86.7861,87.6143,77.0122,89.5731,91.1319,
5.6167,0.6039,9.5675,86.5369,89.5544,76.7780,89.8975,91.0522,
5.6250,0.5688,11.1635,86.2820,91.4449,76.5606,90.2415,90.9664,
5.6333,0.5312,12.6984,86.0235,93.2720,76.3587,90.6045,90.8744,
5.6417,0.4902,14.1740,85.7626,95.0224,76.1710,90.9865,90.7755,
5.6500,0.4446,15.5897,85.5001,96.6837,75.9963,91.3865,90.6695,
5.6583,0.3936,16.9406,85.2360,98.2453,75.8322,91.8019,90.5581,
5.6667,0.3359,18.2183,84.9699,99.6979,75.6750,92.2280,90.4443,
5.6750,0.2708,19.4125,84.7006,101.0346,75.5206,92.6590,90.3328,
5.6833,0.1971,20.5144,84.4270,102.2501,75.3637,93.0886,90.2296,
5.6917,0.1139,21.5187,84.1479,103.3401,75.1978,93.5100,90.1423,
5.7000,0.0204,22.4246,83.8628,104.3027,75.0152,93.9161,90.0800,
5.7083,-0.0848,23.2354,83.5710,105.1390,74.8094,94.3011,90.0502,
5.7167,-0.2028,23.9583,83.2724,105.8548,74.5787,94.6622,90.0551,
5.7250,-0.3353,24.6033,82.9661,106.4613,74.3269,94.9989,90.0908,
5.7333,-0.4838,25.1819,82.6514,106.9741,74.0614,95.3103,90.1506,
5.7417,-0.6504,25.7036,82.3276,107.4117,73.7892,95.5925,90.2295,
5.7500,-0.8372,26.1750,81.9942,107.7912,73.5156,95.8408,90.3243,
5.7583,-1.0462,26.5995,81.6510,108.1259,73.2440,96.0516,90.4329,
5.7667,-1.2784,26.9787,81.2976,108.4246,72.9769,96.2227,90.5530,
5.7750,-1.5335,27.3140,80.9332,108.6916,72.7158,96.3538,90.6827,
5.7833,-1.8108,27.6053,80.5572,108.9267,72.4619,96.4471,90.8201,
5.7917,-2.1095,27.8509,80.1688,109.1251,72.2158,96.5070,90.9633,
5.8000,-2.4298,28.0463,79.7664,109.2808,71.9782,96.5386,91.1111,
5.8083,-2.7716,28.1837,79.3474,109.3885,71.7499,96.5448,91.2626,
5.8167,-3.1348,28.2499,78.9076,109.4450,71.5325,96.5265,91.4176,
5.8250,-3.5191,28.2241,78.4430,109.4501,71.3280,96.4820,91.5760,
5.8333,-3.9234,28.0782,77.9514,109.4068,71.1380,96.4080,91.7379,
5.8417,-4.3463,27.7795,77.4342,109.3202,70.9632,96.3009,91.9036,
5.8500,-4.7865,27.2982,76.8948,109.1973,70.8035,96.1572,92.0732,
5.8583,-5.2433,26.6210,76.3368,109.0464,70.6586,95.9754,92.2465,
5.8667,-5.7163,25.7608,75.7623,108.8767,70.5282,95.7560,92.4231,
5.8750,-6.2066,24.7572,75.1718,108.6953,70.4127,95.5034,92.6018,
5.8833,-6.7169,23.6628,74.5645,108.5053,70.3129,95.2264,92.7810,
5.8917,-7.2526,22.5256,73.9390,108.3049,70.2300,94.9372,92.9575,
5.9000,-7.8228,21.3786,73.2943,108.0881,70.1646,94.6487,93.1275,
5.9083,-8.4379,20.2393,72.6293,107.8459,70.1171,94.3716,93.2864,
5.9167,-9.1076,19.1144,71.9435,107.5667,70.0874,94.1138,93.4300,
5.9250,-9.8412,18.0036,71.2355,107.2392,70.0763,93.8794,93.5562,
5.9333,-10.6478,16.9035,70.5026,106.8566,70.0857,93.6681,93.6649,
5.9417,-11.5357,15.8104,69.7405,106.4186,70.1190,93.4755,93.7579,
5.9500,-12.5128,14.7232,68.9445,105.9331,70.1806,93.2943,93.8383,
5.9583,-13.5852,13.6455,68.1094,105.4138,70.2757,93.1153,93.9100,
5.9667,-14.7569,12.5830,67.2302,104.8775,70.4105,92.9294,93.9771,
5.9750,-16.0310,11.5407,66.3011,104.3402,70.5919,92.7290,94.0432,
5.9833,-17.4112,10.5216,65.3166,103.8133,70.8276,92.5098,94.1115,
5.9917,-18.9008,9.5262,64.2722,103.3016,71.1248,92.2723,94.1836,
6.0000,-20.5030,8.5565,63.1660,102.8027,71.4897,92.0210,94.2603,
6.0083,-22.2231,7.6207,61.9979,102.3085,71.9275,91.7629,94.3415,
6.0167,-24.0713,6.7364,60.7698,101.8084,72.4408,91.5051,94.4268,
6.0250,-26.0614,5.9291,59.4849,101.2924,73.0303,91.2529,94.5155,
6.0333,-28.2087,5.2248,58.1482,100.7530,73.6946,91.0086,94.6070,
6.0417,-30.5274,4.6379,56.7681,100.1865,74.4306,90.7712,94.7006,
6.0500,-33.0267,4.1604,55.3591,99.5937,75.2331,90.5362,94.7954,
6.0583,-35.7077,3.7626,53.9412,98.9796,76.0961,90.2969,94.8903,
6.0667,-38.5614,3.4032,52.5402,98.3532,77.0123,90.0461,94.9837,
6.0750,-41.5698,3.0428,51.1853,97.7249,77.9736,89.7783,95.0737,
6.0833,-44.7067,2.6618,49.9059,97.1063,78.9711,89.4908,95.1585,
6.0917,-47.9297,2.2755,48.7286,96.5086,79.9952,89.1840,95.2371,
6.1000,-51.1557,1.9287,47.6744,95.9417,81.0365,88.8617,95.3091,
6.1083,-54.2397,1.6690,46.7573,95.4098,82.0870,88.5297,95.3747,
6.1167,-56.9791,1.5246,45.9845,94.9109,83.1397,88.1946,95.4339,
6.1250,-59.1577,1.5026,45.3583,94.4399,84.1896,87.8615,95.4859,
6.1333,-60.6086,1.5938,44.8784,93.9920,85.2333,87.5333,95.5299,
6.1417,-61.2700,1.7711,44.5470,93.5624,86.2686,87.2104,95.5651,
6.1500,-61.2049,1.9849,44.3708,93.1444,87.2944,86.8920,95.5909,
6.1583,-60.5706,2.1761,44.3611,92.7298,88.3094,86.5769,95.6072,
6.1667,-59.5498,2.3011,44.5312,92.3113,89.3105,86.2646,95.6142,
6.1750,-58.2841,2.3467,44.8933,91.8858,90.2920,85.9549,95.6120,
6.1833,-56.8448,2.3234,45.4556,91.4541,91.2460,85.6479,95.6009,
6.1917,-55.2458,2.2514,46.2195,91.0191,92.1648,85.3435,95.5816,
6.2000,-53.4752,2.1509,47.1774,90.5839,93.0424,85.0413,95.5551,
6.2083,-51.5189,2.0378,48.3149,90.1515,93.8751,84.7405,95.5235,
6.2167,-49.3710,1.9219,49.6142,89.7246,94.6614,84.4401,95.4890,
6.2250,-47.0345,1.8078,51.0573,89.3056,95.4015,84.1387,95.4534,
6.2333,-44.5188,1.6951,52.6292,88.8968,96.0959,83.8350,95.4184,
6.2417,-41.8377,1.5808,54.3177,88.4995,96.7451,83.5281,95.3852,
6.2500,-39.0081,1.4613,56.1122,88.1141,97.3494,83.2177,95.3545,
6.2583,-36.0508,1.3340,58.0029,87.7405,97.9093,82.9034,95.3265,
6.2667,-32.9915,1.1966,59.9801,87.3777,98.4262,82.5855,95.3009,
6.2750,-29.8582,1.0484,62.0355,87.0244,98.9007,82.2643,95.2774,
6.2833,-26.6771,0.8903,64.1642,86.6792,99.3316,81.9401,95.2557,
6.2917,-23.4670,0.7254,66.3661,86.3410,99.7144,81.6128,95.2349,
6.3000,-20.2378,0.5584,68.6457,86.0092,100.0412,81.2822,95.2135,
6.3083,-16.9930,0.3947,71.0107,85.6825,100.3020,80.9481,95.1896,
6.3167,-13.7372,0.2377,73.4690,85.3590,100.4871,80.6107,95.1611,
6.3250,-10.4861,0.0866,76.0236,85.0366,100.5895,80.2710,95.1268,
6.3333,-7.2739,-0.0640,78.6665,84.7127,100.6078,79.9306,95.0874,
6.3417,-4.1500,-0.2216,81.3756,84.3853,100.5474,79.5910,95.0454,
6.3500,-1.1681,-0.3939,84.1158,84.0526,100.4183,79.2531,95.0044,
6.3583,1.6206,-0.5862,86.8424,83.7127,100.2316,78.9174,94.9688,
6.3667,4.1665,-0.8006,89.5045,83.3636,99.9992,78.5850,94.9424,
6.3750,6.4206,-1.0366,92.0475,83.0029,99.7349,78.2583,94.9265,
6.3833,8.3376,-1.2927,94.4167,82.6280,99.4541,77.9414,94.9196,
6.3917,9.8819,-1.5695,96.5609,82.2364,99.1709,77.6387,94.9200,
6.4000,11.0322,-1.8701,98.4368,81.8259,98.8942,77.3540,94.9270,
6.4083,11.7884,-2.1985,100.0121,81.3949,98.6273,77.0905,94.9421,
6.4167,12.1742,-2.5570,101.2669,80.9419,98.3678,76.8504,94.9664,
6.4250,12.2301,-2.9445,102.1946,80.4655,98.1096,76.6356,95.0005,
6.4333,12.0006,-3.3580,102.8034,79.9655,97.8447,76.4469,95.0431,
6.4417,11.5286,-3.7956,103.1195,79.4424,97.5655,76.2841,95.0922,
6.4500,10.8607,-4.2576,103.1866,78.8980,97.2656,76.1453,95.1468,
6.4583,10.0506,-4.7455,103.0616,78.3344,96.9420,76.0259,95.2072,
6.4667,9.1515,-5.2616,102.8048,77.7549,96.5966,75.9201,95.2744,
6.4750,8.2051,-5.8095,102.4704,77.1630,96.2368,75.8231,95.3471,
6.4833,7.2396,-6.3938,102.0971,76.5634,95.8746,75.7318,95.4207,
6.4917,6.2790,-7.0187,101.7048,75.9612,95.5225,75.6448,95.4882,
6.5000,5.3518,-7.6877,101.2978,75.3625,95.1901,75.5611,95.5426,
6.5083,4.4892,-8.4026,100.8709,74.7742,94.8828,75.4789,95.5786,
6.5167,3.7214,-9.1626,100.4162,74.2031,94.6018,75.3958,95.5931,
6.5250,3.0730,-9.9653,99.9281,73.6540,94.3444,75.3100,95.5866,
6.5333,2.5572,-10.8093,99.4061,73.1270,94.1042,75.2223,95.5614,
6.5417,2.1703,-11.6976,98.8567,72.6144,93.8721,75.1379,95.5219,
6.5500,1.8939,-12.6380,98.2926,72.1040,93.6384,75.0644,95.4727,
6.5583,1.7039,-13.6425,97.7303,71.5825,93.3940,75.0099,95.4183,
6.5667,1.5768,-14.7240,97.1852,71.0395,93.1326,74.9796,95.3625,
6.5750,1.4935,-15.8900,96.6677,70.4699,92.8511,74.9752,95.3079,
6.5833,1.4397,-17.1331,96.1832,69.8736,92.5494,74.9958,95.2553,
6.5917,1.4060,-18.4213,95.7321,69.2554,92.2300,75.0398,95.2041,
6.6000,1.3855,-19.7049,95.3128,68.6218,91.8961,75.1055,95.1522,
6.6083,1.3733,-20.9393,94.9218,67.9776,91.5519,75.1922,95.0973,
6.6167,1.3661,-22.1037,94.5552,67.3249,91.2006,75.2997,95.0368,
6.6250,1.3618,-23.1988,94.2090,66.6637,90.8446,75.4287,94.9690,
6.6333,1.3598,-24.2365,93.8802,65.9951,90.4849,75.5795,94.8926,
6.6417,1.3602,-25.2311,93.5665,65.3215,90.1209,75.7525,94.8072,
6.6500,1.3636,-26.1917,93.2664,64.6462,89.7508,75.9479,94.7131,
6.6583,1.3702,-27.1140,92.9792,63.9748,89.3714,76.1649,94.6128,
6.6667,1.3802,-27.9735,92.7042,63.3176,88.9785,76.4015,94.5103,
6.6750,1.3934,-28.7256,92.4413,62.6907,88.5673,76.6542,94.4124,
6.6833,1.4086,-29.3126,92.1897,62.1145,88.1330,76.9183,94.3268,
6.6917,1.4243,-29.6751,91.9493,61.6110,87.6723,77.1890,94.2611,
6.7000,1.4386,-29.7655,91.7201,61.2005,87.1834,77.4615,94.2217,
6.7083,1.4502,-29.5608,91.5020,60.8993,86.6685,77.7316,94.2121,
6.7167,1.4588,-29.0650,91.2946,60.7171,86.1358,77.9984,94.2307,
6.7250,1.4650,-28.3064,91.0976,60.6559,85.5995,78.2666,94.2678,
6.7333,1.4697,-27.3345,90.9107,60.7099,85.0773,78.5467,94.3065,
6.7417,1.4735,-26.2077,90.7341,60.8677,84.5865,78.8518,94.3275,
6.7500,1.4766,-24.9739,90.5679,61.1168,84.1395,79.1932,94.3151,
6.7583,1.4785,-23.6600,90.4120,61.4468,83.7423,79.5780,94.2597,
6.7667,1.4787,-22.2788,90.2661,61.8505,83.3960,80.0087,94.1582,
6.7750,1.4759,-20.8395,90.1292,62.3245,83.0975,80.4834,94.0128,
6.7833,1.4691,-19.3522,90.0000,62.8706,82.8414,80.9955,93.8298,
6.7917,1.4576,-17.8281,89.8771,63.4968,82.6200,81.5331,93.6182,
6.8000,1.4416,-16.2790,89.7593,64.2164,82.4242,82.0801,93.3886,
6.8083,1.4216,-14.7159,89.6457,65.0443,82.2436,82.6189,93.1516,
6.8167,1.3989,-13.1480,89.5356,65.9904,82.0683,83.1356,92.9176,
6.8250,1.3745,-11.5811,89.4275,67.0564,81.8889,83.6220,92.6967,
6.8333,1.3491,-10.0168,89.3203,68.2380,81.6976,84.0739,92.4978,
6.8417,1.3232,-8.4543,89.2131,69.5292,81.4879,84.4884,92.3282,
6.8500,1.2972,-6.8938,89.1052,70.9213,81.2555,84.8647,92.1924,
6.8583,1.2711,-5.3368,88.9965,72.4022,80.9985,85.2050,92.0912,
6.8667,1.2453,-3.7845,88.8864,73.9560,80.7183,85.5159,92.0214,
6.8750,1.2201,-2.2377,88.7737,75.5644,80.4195,85.8079,91.9757,
6.8833,1.1957,-0.6993,88.6565,77.2101,80.1092,86.0933,91.9445,
6.8917,1.1725,0.8250,88.5322,78.8792,79.7945,86.3839,91.9188,
6.9000,1.1507,2.3289,88.3982,80.5616,79.4817,86.6882,91.8922,
6.9083,1.1308,3.8073,88.2529,82.2479,79.1752,87.0118,91.8608,
6.9167,1.1134,5.2573,88.0957,83.9286,78.8777,87.3576,91.8227,
6.9250,1.0994,6.6781,87.9281,85.5930,78.5898,87.7264,91.7778,
6.9333,1.0893,8.0694,87.7540,87.2315,78.3107,88.1167,91.7268,
6.9417,1.0827,9.4306,87.5790,88.8350,78.0386,88.5254,91.6715,
6.9500,1.0789,10.7588,87.4088,90.3960,77.7720,88.9486,91.6137,
6.9583,1.0769,12.0486,87.2456,91.9084,77.5101,89.3817,91.5554,
6.9667,1.0750,13.2945,87.0877,93.3669,77.2533,89.8212,91.4980,
6.9750,1.0703,14.4932,86.9310,94.7664,77.0024,90.2647,91.4433,
6.9833,1.0592,15.6450,86.7709,96.1016,76.7583,90.7112,91.3930,
6.9917,1.0391,16.7531,86.6034,97.3664,76.5215,91.1618,91.3487,
7.0000,1.0092,17.8203,86.4263,98.5561,76.2920,91.6180,91.3118,
7.0083,0.9696,18.8462,86.2390,99.6689,76.0689,92.0804,91.2837,
7.0167,0.9208,19.8275,86.0414,100.7069,75.8518,92.5478,91.2652,
7.0250,0.8629,20.7614,85.8331,101.6756,75.6407,93.0162,91.2564,
7.0333,0.7961,21.6480,85.6138,102.5832,75.4358,93.4792,91.2575,
7.0417,0.7209,22.4898,85.3839,103.4376,75.2370,93.9300,91.2680,
7.0500,0.6377,23.2896,85.1442,104.2466,75.0439,94.3617,91.2875,
