time,Rfoot,Lfoot,Rshank,Lshank,Rthigh,Lthigh,trunk,hipx, 
0.5000,180.0000,180.0000,180.0000,180.0000,-129.0472,-129.6637,53.2514,-9.9306,
0.5083,180.0000,180.0000,180.0000,180.0000,-129.0527,-129.6649,53.2487,-9.9306,
0.5167,180.0000,180.0000,180.0000,180.0000,-129.0590,-129.6652,53.2461,-9.9306,
0.5250,180.0000,180.0000,180.0000,180.0000,-129.0660,-129.6649,53.2436,-9.9306,
0.5333,180.0000,180.0000,180.0000,180.0000,-129.0738,-129.6642,53.2409,-9.9306,
0.5417,180.0000,180.0000,180.0000,180.0000,-129.0824,-129.6632,53.2381,-9.9305,
0.5500,180.0000,180.0000,180.0000,180.0000,-129.0916,-129.6621,53.2350,-9.9305,
0.5583,180.0000,180.0000,180.0000,180.0000,-129.1013,-129.6609,53.2314,-9.9305,
0.5667,180.0000,180.0000,180.0000,180.0000,-129.1115,-129.6596,53.2274,-9.9305,
0.5750,180.0000,180.0000,180.0000,180.0000,-129.1220,-129.6582,53.2230,-9.9304,
0.5833,180.0000,180.0000,180.0000,180.0000,-129.1326,-129.6569,53.2180,-9.9304,
0.5917,180.0000,180.0000,180.0000,180.0000,-129.1431,-129.6555,53.2125,-9.9304,
0.6000,180.0000,180.0000,180.0000,180.0000,-129.1534,-129.6540,53.2066,-9.9304,
0.6083,180.0000,180.0000,180.0000,180.0000,-129.1631,-129.6525,53.2003,-9.9304,
0.6167,180.0000,180.0000,180.0000,180.0000,-129.1721,-129.6511,53.1937,-9.9303,
0.6250,180.0000,180.0000,180.0000,180.0000,-129.1803,-129.6500,53.1870,-9.9303,
0.6333,180.0000,180.0000,180.0000,180.0000,-129.1876,-129.6492,53.1801,-9.9303,
0.6417,180.0000,180.0000,180.0000,180.0000,-129.1938,-129.6488,53.1732,-9.9303,
0.6500,180.0000,180.0000,180.0000,180.0000,-129.1991,-129.6487,53.1665,-9.9303,
0.6583,180.0000,180.0000,180.0000,180.0000,-129.2035,-129.6490,53.1600,-9.9303,
0.6667,180.0000,180.0000,180.0000,180.0000,-129.2069,-129.6493,53.1537,-9.9303,
0.6750,180.0000,180.0000,180.0000,180.0000,-129.2093,-129.6496,53.1479,-9.9303,
0.6833,180.0000,180.0000,180.0000,180.0000,-129.2110,-129.6498,53.1423,-9.9303,
0.6917,180.0000,180.0000,180.0000,180.0000,-129.2118,-129.6497,53.1372,-9.9303,
0.7000,180.0000,180.0000,180.0000,180.0000,-129.2120,-129.6492,53.1324,-9.9303,
0.7083,180.0000,180.0000,180.0000,180.0000,-129.2114,-129.6484,53.1281,-9.9303,
0.7167,180.0000,180.0000,180.0000,180.0000,-129.2102,-129.6472,53.1241,-9.9304,
0.7250,180.0000,180.0000,180.0000,180.0000,-129.2084,-129.6456,53.1205,-9.9304,
0.7333,180.0000,180.0000,180.0000,180.0000,-129.2060,-129.6437,53.1171,-9.9304,
0.7417,180.0000,180.0000,180.0000,180.0000,-129.2031,-129.6415,53.1141,-9.9304,
0.7500,180.0000,180.0000,180.0000,180.0000,-129.1999,-129.6389,53.1112,-9.9304,
0.7583,180.0000,180.0000,180.0000,180.0000,-129.1966,-129.6362,53.1085,-9.9304,
0.7667,180.0000,180.0000,180.0000,180.0000,-129.1934,-129.6334,53.1058,-9.9304,
0.7750,180.0000,180.0000,180.0000,180.0000,-129.1904,-129.6306,53.1033,-9.9305,
0.7833,180.0000,180.0000,180.0000,180.0000,-129.1879,-129.6280,53.1007,-9.9305,
0.7917,180.0000,180.0000,180.0000,180.0000,-129.1860,-129.6254,53.0982,-9.9305,
0.8000,180.0000,180.0000,180.0000,180.0000,-129.1848,-129.6230,53.0956,-9.9305,
0.8083,180.0000,180.0000,180.0000,180.0000,-129.1845,-129.6207,53.0929,-9.9306,
0.8167,180.0000,180.0000,180.0000,180.0000,-129.1849,-129.6185,53.0901,-9.9306,
0.8250,180.0000,180.0000,180.0000,180.0000,-129.1861,-129.6161,53.0872,-9.9306,
0.8333,180.0000,180.0000,180.0000,180.0000,-129.1881,-129.6137,53.0842,-9.9307,
0.8417,180.0000,180.0000,180.0000,180.0000,-129.1908,-129.6112,53.0811,-9.9307,
0.8500,180.0000,180.0000,180.0000,180.0000,-129.1941,-129.6086,53.0778,-9.9307,
0.8583,180.0000,180.0000,180.0000,180.0000,-129.1979,-129.6060,53.0745,-9.9308,
0.8667,180.0000,180.0000,180.0000,180.0000,-129.2022,-129.6035,53.0710,-9.9308,
0.8750,180.0000,180.0000,180.0000,180.0000,-129.2069,-129.6010,53.0675,-9.9308,
0.8833,180.0000,180.0000,180.0000,180.0000,-129.2118,-129.5988,53.0639,-9.9308,
0.8917,180.0000,180.0000,180.0000,180.0000,-129.2170,-129.5970,53.0603,-9.9308,
0.9000,180.0000,180.0000,180.0000,180.0000,-129.2224,-129.5956,53.0567,-9.9308,
0.9083,180.0000,180.0000,180.0000,180.0000,-129.2280,-129.5948,53.0531,-9.9308,
0.9167,180.0000,180.0000,180.0000,180.0000,-129.2337,-129.5947,53.0495,-9.9308,
0.9250,180.0000,180.0000,180.0000,180.0000,-129.2395,-129.5952,53.0460,-9.9308,
0.9333,180.0000,180.0000,180.0000,180.0000,-129.2452,-129.5962,53.0426,-9.9308,
0.9417,180.0000,180.0000,180.0000,180.0000,-129.2508,-129.5974,53.0392,-9.9308,
0.9500,180.0000,180.0000,180.0000,180.0000,-129.2562,-129.5986,53.0357,-9.9308,
0.9583,180.0000,180.0000,180.0000,180.0000,-129.2609,-129.5998,53.0322,-9.9308,
