time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT,
1.7583,0.0298,-0.1202,0.4089,0.5156,0.1109,0.2776,
1.7600,0.0259,-0.1153,0.4090,0.5185,0.1215,0.3084,
1.7617,0.0222,-0.1098,0.4087,0.5217,0.1290,0.3393,
1.7633,0.0185,-0.1036,0.4083,0.5253,0.1331,0.3698,
1.7650,0.0150,-0.0969,0.4076,0.5292,0.1334,0.3993,
1.7667,0.0114,-0.0899,0.4066,0.5332,0.1300,0.4275,
1.7683,0.0078,-0.0828,0.4055,0.5374,0.1227,0.4538,
1.7700,0.0041,-0.0757,0.4043,0.5415,0.1116,0.4779,
1.7717,0.0001,-0.0687,0.4030,0.5456,0.0966,0.4994,
1.7733,-0.0041,-0.0621,0.4016,0.5497,0.0781,0.5180,
1.7750,-0.0087,-0.0560,0.4004,0.5535,0.0562,0.5332,
1.7767,-0.0136,-0.0504,0.3993,0.5572,0.0312,0.5449,
1.7783,-0.0189,-0.0456,0.3984,0.5606,0.0035,0.5529,
1.7800,-0.0247,-0.0415,0.3978,0.5637,-0.0264,0.5570,
1.7817,-0.0309,-0.0384,0.3976,0.5666,-0.0582,0.5572,
1.7833,-0.0374,-0.0361,0.3978,0.5692,-0.0912,0.5533,
1.7850,-0.0444,-0.0349,0.3984,0.5716,-0.1250,0.5455,
1.7867,-0.0516,-0.0346,0.3995,0.5738,-0.1590,0.5338,
1.7883,-0.0590,-0.0353,0.4010,0.5757,-0.1925,0.5183,
1.7900,-0.0665,-0.0370,0.4030,0.5775,-0.2251,0.4994,
1.7917,-0.0740,-0.0396,0.4055,0.5791,-0.2562,0.4772,
1.7933,-0.0813,-0.0431,0.4083,0.5806,-0.2853,0.4522,
1.7950,-0.0883,-0.0475,0.4114,0.5821,-0.3118,0.4245,
1.7967,-0.0948,-0.0526,0.4148,0.5836,-0.3353,0.3948,
1.7983,-0.1008,-0.0586,0.4183,0.5851,-0.3554,0.3634,
1.8000,-0.1060,-0.0652,0.4218,0.5867,-0.3717,0.3307,
1.8017,-0.1103,-0.0724,0.4253,0.5884,-0.3840,0.2974,
1.8033,-0.1137,-0.0802,0.4285,0.5902,-0.3920,0.2640,
1.8050,-0.1160,-0.0884,0.4315,0.5922,-0.3957,0.2309,
1.8067,-0.1172,-0.0971,0.4340,0.5942,-0.3948,0.1986,
1.8083,-0.1172,-0.1061,0.4361,0.5965,-0.3895,0.1676,
1.8100,-0.1160,-0.1152,0.4375,0.5989,-0.3798,0.1384,
1.8117,-0.1137,-0.1244,0.4382,0.6015,-0.3659,0.1113,
1.8133,-0.1103,-0.1336,0.4382,0.6043,-0.3481,0.0866,
1.8150,-0.1058,-0.1425,0.4375,0.6072,-0.3266,0.0645,
1.8167,-0.1005,-0.1511,0.4360,0.6102,-0.3018,0.0452,
1.8183,-0.0944,-0.1593,0.4338,0.6133,-0.2742,0.0287,
1.8200,-0.0876,-0.1668,0.4309,0.6164,-0.2444,0.0151,
1.8217,-0.0804,-0.1736,0.4273,0.6196,-0.2128,0.0042,
1.8233,-0.0729,-0.1795,0.4231,0.6227,-0.1802,-0.0040,
1.8250,-0.0652,-0.1844,0.4183,0.6257,-0.1471,-0.0099,
1.8267,-0.0576,-0.1882,0.4132,0.6286,-0.1142,-0.0136,
1.8283,-0.0501,-0.1908,0.4078,0.6312,-0.0822,-0.0155,
1.8300,-0.0429,-0.1923,0.4021,0.6334,-0.0517,-0.0160,
1.8317,-0.0360,-0.1925,0.3964,0.6353,-0.0234,-0.0153,
1.8333,-0.0297,-0.1914,0.3907,0.6366,0.0021,-0.0139,
1.8350,-0.0238,-0.1891,0.3852,0.6374,0.0242,-0.0120,
1.8367,-0.0185,-0.1856,0.3799,0.6374,0.0426,-0.0100,
1.8383,-0.0138,-0.1810,0.3749,0.6368,0.0568,-0.0083,
1.8400,-0.0097,-0.1753,0.3703,0.6353,0.0664,-0.0070,
1.8417,-0.0060,-0.1686,0.3662,0.6329,0.0713,-0.0064,
1.8433,-0.0029,-0.1611,0.3627,0.6296,0.0714,-0.0066,
1.8450,-0.0002,-0.1530,0.3597,0.6253,0.0665,-0.0077,
1.8467,0.0021,-0.1442,0.3572,0.6202,0.0569,-0.0098,
1.8483,0.0042,-0.1350,0.3554,0.6141,0.0426,-0.0129,
1.8500,0.0060,-0.1256,0.3541,0.6071,0.0240,-0.0168,
1.8517,0.0076,-0.1160,0.3534,0.5994,0.0014,-0.0216,
1.8533,0.0092,-0.1065,0.3531,0.5909,-0.0247,-0.0271,
1.8550,0.0107,-0.0971,0.3534,0.5819,-0.0538,-0.0331,
1.8567,0.0122,-0.0880,0.3540,0.5725,-0.0854,-0.0394,
1.8583,0.0138,-0.0792,0.3549,0.5627,-0.1189,-0.0459,
1.8600,0.0155,-0.0710,0.3561,0.5528,-0.1535,-0.0525,
1.8617,0.0172,-0.0633,0.3575,0.5429,-0.1887,-0.0588,
1.8633,0.0192,-0.0563,0.3590,0.5332,-0.2237,-0.0649,
1.8650,0.0212,-0.0499,0.3605,0.5237,-0.2580,-0.0704,
1.8667,0.0233,-0.0442,0.3620,0.5148,-0.2909,-0.0753,
1.8683,0.0255,-0.0392,0.3634,0.5064,-0.3218,-0.0794,
1.8700,0.0277,-0.0350,0.3647,0.4988,-0.3502,-0.0827,
1.8717,0.0299,-0.0314,0.3657,0.4919,-0.3755,-0.0850,
1.8733,0.0321,-0.0284,0.3665,0.4860,-0.3972,-0.0864,
1.8750,0.0341,-0.0261,0.3671,0.4809,-0.4152,-0.0866,
1.8767,0.0359,-0.0244,0.3675,0.4768,-0.4290,-0.0857,
1.8783,0.0374,-0.0232,0.3677,0.4737,-0.4384,-0.0837,
1.8800,0.0385,-0.0224,0.3676,0.4716,-0.4432,-0.0804,
1.8817,0.0390,-0.0221,0.3674,0.4704,-0.4436,-0.0759,
1.8833,0.0390,-0.0221,0.3672,0.4701,-0.4393,-0.0701,
1.8850,0.0384,-0.0225,0.3668,0.4707,-0.4307,-0.0630,
1.8867,0.0370,-0.0231,0.3665,0.4720,-0.4177,-0.0545,
1.8883,0.0348,-0.0240,0.3663,0.4740,-0.4007,-0.0446,
1.8900,0.0318,-0.0251,0.3662,0.4766,-0.3799,-0.0333,
1.8917,0.0280,-0.0263,0.3664,0.4798,-0.3557,-0.0204,
1.8933,0.0234,-0.0276,0.3668,0.4834,-0.3285,-0.0060,
1.8950,0.0180,-0.0291,0.3675,0.4874,-0.2986,0.0099,
1.8967,0.0119,-0.0307,0.3685,0.4916,-0.2666,0.0274,
1.8983,0.0053,-0.0325,0.3699,0.4960,-0.2328,0.0464,
1.9000,-0.0019,-0.0343,0.3717,0.5005,-0.1978,0.0669,
1.9017,-0.0093,-0.0363,0.3739,0.5051,-0.1620,0.0887,
1.9033,-0.0169,-0.0385,0.3764,0.5095,-0.1258,0.1118,
1.9050,-0.0246,-0.0407,0.3792,0.5139,-0.0898,0.1360,
1.9067,-0.0320,-0.0432,0.3823,0.5180,-0.0544,0.1611,
1.9083,-0.0391,-0.0458,0.3857,0.5219,-0.0200,0.1868,
1.9100,-0.0457,-0.0486,0.3891,0.5255,0.0130,0.2130,
1.9117,-0.0517,-0.0515,0.3927,0.5286,0.0442,0.2392,
1.9133,-0.0568,-0.0545,0.3962,0.5314,0.0733,0.2652,
1.9150,-0.0610,-0.0576,0.3996,0.5337,0.0999,0.2906,
1.9167,-0.0643,-0.0607,0.4029,0.5356,0.1238,0.3151,
1.9183,-0.0664,-0.0637,0.4058,0.5370,0.1446,0.3383,
1.9200,-0.0674,-0.0666,0.4084,0.5380,0.1622,0.3599,
1.9217,-0.0673,-0.0692,0.4105,0.5386,0.1763,0.3795,
1.9233,-0.0661,-0.0716,0.4121,0.5388,0.1870,0.3969,
1.9250,-0.0637,-0.0735,0.4131,0.5387,0.1939,0.4119,
1.9267,-0.0603,-0.0749,0.4135,0.5383,0.1973,0.4242,
1.9283,-0.0559,-0.0757,0.4132,0.5377,0.1970,0.4336,
1.9300,-0.0505,-0.0758,0.4123,0.5368,0.1931,0.4401,
1.9317,-0.0443,-0.0752,0.4107,0.5359,0.1859,0.4436,
1.9333,-0.0373,-0.0738,0.4084,0.5349,0.1754,0.4440,
1.9350,-0.0296,-0.0716,0.4056,0.5338,0.1619,0.4415,
1.9367,-0.0214,-0.0686,0.4021,0.5327,0.1457,0.4362,
1.9383,-0.0127,-0.0648,0.3981,0.5316,0.1272,0.4282,
1.9400,-0.0036,-0.0602,0.3936,0.5305,0.1066,0.4176,
1.9417,0.0057,-0.0549,0.3887,0.5295,0.0844,0.4048,
1.9433,0.0152,-0.0491,0.3835,0.5285,0.0609,0.3900,
1.9450,0.0247,-0.0428,0.3781,0.5277,0.0367,0.3734,
1.9467,0.0342,-0.0361,0.3725,0.5270,0.0120,0.3555,
1.9483,0.0436,-0.0293,0.3669,0.5265,-0.0126,0.3366,
1.9500,0.0528,-0.0225,0.3613,0.5262,-0.0369,0.3170,
1.9517,0.0617,-0.0159,0.3558,0.5262,-0.0603,0.2971,
1.9533,0.0703,-0.0096,0.3505,0.5264,-0.0825,0.2774,
1.9550,0.0784,-0.0039,0.3454,0.5269,-0.1032,0.2582,
1.9567,0.0860,0.0011,0.3407,0.5277,-0.1221,0.2398,
1.9583,0.0931,0.0053,0.3365,0.5289,-0.1388,0.2227,
1.9600,0.0996,0.0086,0.3327,0.5304,-0.1533,0.2072,
1.9617,0.1055,0.0107,0.3294,0.5323,-0.1653,0.1936,
1.9633,0.1108,0.0118,0.3268,0.5346,-0.1746,0.1821,
1.9650,0.1153,0.0118,0.3248,0.5372,-0.1813,0.1731,
1.9667,0.1191,0.0106,0.3235,0.5400,-0.1852,0.1667,
1.9683,0.1221,0.0083,0.3228,0.5432,-0.1864,0.1630,
1.9700,0.1243,0.0050,0.3230,0.5465,-0.1851,0.1621,
1.9717,0.1258,0.0007,0.3238,0.5499,-0.1812,0.1641,
1.9733,0.1264,-0.0044,0.3254,0.5533,-0.1749,0.1690,
1.9750,0.1262,-0.0102,0.3278,0.5567,-0.1666,0.1766,
1.9767,0.1251,-0.0167,0.3309,0.5598,-0.1563,0.1869,
1.9783,0.1232,-0.0236,0.3348,0.5628,-0.1444,0.1997,
1.9800,0.1205,-0.0308,0.3393,0.5653,-0.1310,0.2149,
1.9817,0.1170,-0.0381,0.3444,0.5674,-0.1166,0.2322,
1.9833,0.1127,-0.0455,0.3502,0.5689,-0.1014,0.2514,
1.9850,0.1076,-0.0528,0.3565,0.5698,-0.0857,0.2722,
1.9867,0.1018,-0.0599,0.3632,0.5700,-0.0697,0.2944,
1.9883,0.0953,-0.0667,0.3703,0.5696,-0.0538,0.3176,
1.9900,0.0882,-0.0730,0.3777,0.5685,-0.0380,0.3415,
1.9917,0.0806,-0.0787,0.3853,0.5667,-0.0228,0.3659,
1.9933,0.0726,-0.0839,0.3929,0.5643,-0.0082,0.3904,
1.9950,0.0642,-0.0884,0.4005,0.5615,0.0055,0.4147,
1.9967,0.0556,-0.0921,0.4079,0.5583,0.0183,0.4386,
1.9983,0.0468,-0.0952,0.4150,0.5549,0.0300,0.4617,
2.0000,0.0379,-0.0975,0.4218,0.5515,0.0405,0.4837,
2.0017,0.0291,-0.0990,0.4280,0.5482,0.0497,0.5045,
2.0033,0.0205,-0.0999,0.4337,0.5453,0.0576,0.5236,
2.0050,0.0121,-0.1002,0.4386,0.5429,0.0641,0.5410,
2.0067,0.0040,-0.0999,0.4428,0.5413,0.0692,0.5564,
2.0083,-0.0037,-0.0992,0.4461,0.5405,0.0729,0.5696,
2.0100,-0.0111,-0.0981,0.4485,0.5407,0.0751,0.5805,
2.0117,-0.0180,-0.0969,0.4501,0.5422,0.0760,0.5890,
2.0133,-0.0244,-0.0956,0.4507,0.5449,0.0755,0.5950,
2.0150,-0.0304,-0.0943,0.4503,0.5489,0.0736,0.5985,
2.0167,-0.0360,-0.0933,0.4491,0.5542,0.0706,0.5994,
2.0183,-0.0412,-0.0926,0.4471,0.5608,0.0663,0.5977,
2.0200,-0.0459,-0.0923,0.4444,0.5688,0.0609,0.5936,
2.0217,-0.0504,-0.0925,0.4409,0.5779,0.0545,0.5871,
2.0233,-0.0546,-0.0933,0.4369,0.5880,0.0472,0.5783,
2.0250,-0.0586,-0.0947,0.4324,0.5991,0.0392,0.5674,
2.0267,-0.0624,-0.0968,0.4276,0.6108,0.0304,0.5545,
2.0283,-0.0661,-0.0996,0.4225,0.6231,0.0212,0.5400,
2.0300,-0.0697,-0.1029,0.4174,0.6356,0.0115,0.5239,
2.0317,-0.0734,-0.1068,0.4122,0.6481,0.0016,0.5066,
2.0333,-0.0770,-0.1111,0.4072,0.6603,-0.0085,0.4884,
2.0350,-0.0808,-0.1158,0.4023,0.6721,-0.0185,0.4696,
2.0367,-0.0847,-0.1207,0.3977,0.6831,-0.0283,0.4503,
2.0383,-0.0887,-0.1257,0.3934,0.6931,-0.0379,0.4311,
2.0400,-0.0930,-0.1307,0.3896,0.7019,-0.0470,0.4122,
2.0417,-0.0974,-0.1355,0.3862,0.7093,-0.0556,0.3939,
2.0433,-0.1021,-0.1399,0.3833,0.7151,-0.0636,0.3765,
2.0450,-0.1071,-0.1440,0.3808,0.7191,-0.0708,0.3603,
2.0467,-0.1123,-0.1474,0.3789,0.7213,-0.0772,0.3457,
2.0483,-0.1178,-0.1502,0.3774,0.7215,-0.0827,0.3328,
2.0500,-0.1235,-0.1522,0.3763,0.7198,-0.0874,0.3218,
2.0517,-0.1295,-0.1534,0.3757,0.7160,-0.0912,0.3130,
2.0533,-0.1358,-0.1536,0.3755,0.7102,-0.0941,0.3065,
2.0550,-0.1421,-0.1529,0.3757,0.7026,-0.0962,0.3022,
2.0567,-0.1486,-0.1512,0.3761,0.6931,-0.0975,0.3002,
2.0583,-0.1551,-0.1486,0.3768,0.6820,-0.0981,0.3005,
2.0600,-0.1616,-0.1450,0.3778,0.6695,-0.0981,0.3028,
2.0617,-0.1678,-0.1405,0.3788,0.6556,-0.0977,0.3072,
2.0633,-0.1737,-0.1352,0.3800,0.6408,-0.0969,0.3132,
2.0650,-0.1792,-0.1291,0.3811,0.6252,-0.0958,0.3207,
2.0667,-0.1841,-0.1224,0.3822,0.6092,-0.0947,0.3293,
2.0683,-0.1882,-0.1151,0.3833,0.5931,-0.0935,0.3388,
2.0700,-0.1914,-0.1074,0.3841,0.5771,-0.0925,0.3488,
2.0717,-0.1936,-0.0993,0.3848,0.5617,-0.0917,0.3589,
2.0733,-0.1947,-0.0911,0.3851,0.5472,-0.0913,0.3690,
2.0750,-0.1946,-0.0827,0.3852,0.5337,-0.0912,0.3786,
2.0767,-0.1931,-0.0745,0.3849,0.5217,-0.0914,0.3876,
2.0783,-0.1903,-0.0664,0.3842,0.5114,-0.0921,0.3957,
2.0800,-0.1861,-0.0585,0.3832,0.5030,-0.0931,0.4027,
2.0817,-0.1805,-0.0511,0.3817,0.4967,-0.0944,0.4085,
2.0833,-0.1736,-0.0440,0.3798,0.4926,-0.0960,0.4131,
2.0850,-0.1655,-0.0375,0.3775,0.4907,-0.0976,0.4165,
2.0867,-0.1562,-0.0315,0.3750,0.4911,-0.0993,0.4185,
2.0883,-0.1460,-0.0262,0.3721,0.4938,-0.1007,0.4193,
2.0900,-0.1348,-0.0215,0.3690,0.4987,-0.1019,0.4191,
2.0917,-0.1230,-0.0174,0.3657,0.5056,-0.1025,0.4178,
2.0933,-0.1108,-0.0141,0.3623,0.5144,-0.1025,0.4156,
2.0950,-0.0982,-0.0114,0.3590,0.5249,-0.1017,0.4127,
2.0967,-0.0856,-0.0095,0.3557,0.5368,-0.0999,0.4093,
2.0983,-0.0731,-0.0082,0.3526,0.5498,-0.0969,0.4055,
2.1000,-0.0610,-0.0076,0.3498,0.5636,-0.0928,0.4014,
2.1017,-0.0495,-0.0077,0.3474,0.5779,-0.0873,0.3972,
2.1033,-0.0387,-0.0084,0.3454,0.5923,-0.0804,0.3930,
2.1050,-0.0289,-0.0098,0.3439,0.6067,-0.0721,0.3889,
2.1067,-0.0202,-0.0119,0.3431,0.6205,-0.0624,0.3851,
2.1083,-0.0127,-0.0146,0.3430,0.6336,-0.0512,0.3815,
2.1100,-0.0067,-0.0179,0.3436,0.6457,-0.0388,0.3781,
2.1117,-0.0022,-0.0219,0.3450,0.6565,-0.0251,0.3750,
2.1133,0.0007,-0.0265,0.3473,0.6658,-0.0104,0.3720,
2.1150,0.0019,-0.0317,0.3504,0.6734,0.0052,0.3692,
2.1167,0.0014,-0.0375,0.3544,0.6792,0.0215,0.3664,
2.1183,-0.0008,-0.0438,0.3592,0.6831,0.0383,0.3634,
2.1200,-0.0047,-0.0507,0.3648,0.6852,0.0553,0.3602,
2.1217,-0.0102,-0.0580,0.3712,0.6854,0.0722,0.3566,
2.1233,-0.0173,-0.0658,0.3784,0.6838,0.0889,0.3525,
2.1250,-0.0258,-0.0738,0.3862,0.6805,0.1049,0.3475,
2.1267,-0.0356,-0.0822,0.3946,0.6757,0.1201,0.3417,
2.1283,-0.0465,-0.0907,0.4035,0.6696,0.1341,0.3348,
2.1300,-0.0584,-0.0992,0.4128,0.6625,0.1467,0.3268,
2.1317,-0.0710,-0.1076,0.4224,0.6545,0.1577,0.3175,
2.1333,-0.0842,-0.1158,0.4321,0.6460,0.1669,0.3068,
2.1350,-0.0977,-0.1236,0.4419,0.6373,0.1740,0.2948,
2.1367,-0.1113,-0.1309,0.4516,0.6285,0.1790,0.2813,
2.1383,-0.1247,-0.1376,0.4611,0.6201,0.1818,0.2663,
2.1400,-0.1378,-0.1436,0.4703,0.6122,0.1823,0.2499,
2.1417,-0.1504,-0.1486,0.4791,0.6051,0.1805,0.2322,
2.1433,-0.1622,-0.1527,0.4873,0.5990,0.1766,0.2132,
2.1450,-0.1732,-0.1558,0.4950,0.5941,0.1705,0.1931,
2.1467,-0.1830,-0.1577,0.5019,0.5905,0.1625,0.1720,
2.1483,-0.1917,-0.1585,0.5081,0.5884,0.1526,0.1500,
2.1500,-0.1990,-0.1580,0.5134,0.5877,0.1410,0.1275,
2.1517,-0.2049,-0.1564,0.5179,0.5886,0.1279,0.1045,
2.1533,-0.2093,-0.1537,0.5214,0.5910,0.1136,0.0814,
2.1550,-0.2122,-0.1498,0.5241,0.5948,0.0981,0.0583,
2.1567,-0.2134,-0.1448,0.5259,0.5999,0.0817,0.0355,
2.1583,-0.2131,-0.1388,0.5268,0.6061,0.0645,0.0132,
2.1600,-0.2112,-0.1319,0.5269,0.6134,0.0467,-0.0084,
2.1617,-0.2078,-0.1243,0.5262,0.6214,0.0284,-0.0289,
2.1633,-0.2029,-0.1160,0.5248,0.6299,0.0099,-0.0483,
2.1650,-0.1965,-0.1072,0.5228,0.6387,-0.0089,-0.0662,
2.1667,-0.1888,-0.0980,0.5202,0.6475,-0.0276,-0.0824,
2.1683,-0.1797,-0.0885,0.5172,0.6561,-0.0463,-0.0967,
2.1700,-0.1695,-0.0790,0.5139,0.6642,-0.0646,-0.1089,
2.1717,-0.1582,-0.0696,0.5103,0.6716,-0.0826,-0.1189,
2.1733,-0.1459,-0.0603,0.5066,0.6779,-0.0999,-0.1264,
2.1750,-0.1327,-0.0514,0.5029,0.6831,-0.1164,-0.1312,
2.1767,-0.1188,-0.0430,0.4993,0.6870,-0.1320,-0.1333,
2.1783,-0.1043,-0.0351,0.4958,0.6893,-0.1464,-0.1325,
2.1800,-0.0893,-0.0280,0.4926,0.6901,-0.1595,-0.1288,
2.1817,-0.0741,-0.0216,0.4898,0.6892,-0.1709,-0.1221,
2.1833,-0.0586,-0.0161,0.4874,0.6867,-0.1807,-0.1124,
2.1850,-0.0432,-0.0114,0.4855,0.6825,-0.1884,-0.0998,
2.1867,-0.0278,-0.0076,0.4840,0.6767,-0.1941,-0.0844,
2.1883,-0.0126,-0.0047,0.4831,0.6694,-0.1974,-0.0663,
2.1900,0.0022,-0.0027,0.4827,0.6608,-0.1984,-0.0459,
2.1917,0.0166,-0.0016,0.4827,0.6509,-0.1969,-0.0233,
2.1933,0.0305,-0.0013,0.4833,0.6399,-0.1929,0.0011,
2.1950,0.0437,-0.0017,0.4842,0.6281,-0.1864,0.0271,
2.1967,0.0562,-0.0028,0.4854,0.6157,-0.1774,0.0542,
2.1983,0.0679,-0.0046,0.4869,0.6028,-0.1661,0.0822,
2.2000,0.0788,-0.0068,0.4886,0.5897,-0.1526,0.1107,
2.2017,0.0887,-0.0096,0.4904,0.5766,-0.1371,0.1393,
2.2033,0.0978,-0.0128,0.4922,0.5637,-0.1198,0.1677,
2.2050,0.1059,-0.0162,0.4940,0.5513,-0.1012,0.1956,
2.2067,0.1129,-0.0199,0.4956,0.5396,-0.0814,0.2228,
2.2083,0.1189,-0.0237,0.4969,0.5287,-0.0609,0.2489,
2.2100,0.1239,-0.0277,0.4980,0.5189,-0.0400,0.2739,
2.2117,0.1278,-0.0316,0.4987,0.5103,-0.0189,0.2976,
2.2133,0.1305,-0.0354,0.4991,0.5031,0.0018,0.3198,
2.2150,0.1322,-0.0391,0.4990,0.4973,0.0220,0.3404,
2.2167,0.1327,-0.0426,0.4985,0.4931,0.0414,0.3595,
2.2183,0.1321,-0.0459,0.4975,0.4906,0.0596,0.3771,
2.2200,0.1303,-0.0490,0.4961,0.4897,0.0765,0.3930,
2.2217,0.1274,-0.0517,0.4943,0.4905,0.0920,0.4073,
2.2233,0.1234,-0.0543,0.4921,0.4930,0.1057,0.4201,
2.2250,0.1184,-0.0565,0.4895,0.4970,0.1177,0.4314,
2.2267,0.1122,-0.0586,0.4867,0.5026,0.1278,0.4412,
2.2283,0.1050,-0.0606,0.4835,0.5096,0.1359,0.4496,
2.2300,0.0967,-0.0625,0.4801,0.5179,0.1420,0.4565,
2.2317,0.0874,-0.0644,0.4766,0.5273,0.1461,0.4621,
2.2333,0.0771,-0.0665,0.4728,0.5376,0.1483,0.4663,
2.2350,0.0658,-0.0688,0.4690,0.5487,0.1484,0.4691,
2.2367,0.0537,-0.0714,0.4651,0.5603,0.1467,0.4707,
2.2383,0.0407,-0.0744,0.4612,0.5722,0.1433,0.4709,
2.2400,0.0268,-0.0779,0.4573,0.5843,0.1381,0.4698,
2.2417,0.0122,-0.0820,0.4533,0.5962,0.1315,0.4675,
2.2433,-0.0031,-0.0867,0.4494,0.6078,0.1235,0.4638,
2.2450,-0.0189,-0.0921,0.4455,0.6188,0.1144,0.4590,
2.2467,-0.0352,-0.0981,0.4416,0.6291,0.1043,0.4530,
2.2483,-0.0518,-0.1049,0.4376,0.6384,0.0936,0.4459,
2.2500,-0.0685,-0.1123,0.4337,0.6467,0.0824,0.4377,
2.2517,-0.0853,-0.1202,0.4298,0.6538,0.0709,0.4285,
2.2533,-0.1017,-0.1286,0.4258,0.6596,0.0595,0.4183,
2.2550,-0.1177,-0.1375,0.4219,0.6641,0.0482,0.4073,
2.2567,-0.1331,-0.1466,0.4178,0.6672,0.0374,0.3955,
2.2583,-0.1475,-0.1558,0.4137,0.6690,0.0272,0.3830,
2.2600,-0.1608,-0.1650,0.4096,0.6694,0.0177,0.3699,
2.2617,-0.1727,-0.1740,0.4055,0.6686,0.0091,0.3562,
2.2633,-0.1830,-0.1827,0.4014,0.6666,0.0016,0.3420,
2.2650,-0.1916,-0.1910,0.3972,0.6636,-0.0049,0.3273,
2.2667,-0.1981,-0.1986,0.3931,0.6596,-0.0101,0.3122,
2.2683,-0.2026,-0.2054,0.3891,0.6549,-0.0142,0.2967,
2.2700,-0.2049,-0.2112,0.3852,0.6495,-0.0171,0.2810,
2.2717,-0.2049,-0.2161,0.3814,0.6436,-0.0189,0.2650,
2.2733,-0.2027,-0.2198,0.3778,0.6373,-0.0196,0.2487,
2.2750,-0.1982,-0.2223,0.3744,0.6309,-0.0193,0.2323,
2.2767,-0.1916,-0.2235,0.3713,0.6243,-0.0182,0.2159,
2.2783,-0.1829,-0.2234,0.3683,0.6178,-0.0164,0.1994,
2.2800,-0.1723,-0.2220,0.3657,0.6114,-0.0141,0.1830,
2.2817,-0.1601,-0.2193,0.3633,0.6052,-0.0115,0.1667,
2.2833,-0.1465,-0.2153,0.3611,0.5992,-0.0087,0.1506,
2.2850,-0.1317,-0.2101,0.3593,0.5936,-0.0059,0.1349,
2.2867,-0.1161,-0.2037,0.3576,0.5884,-0.0034,0.1196,
2.2883,-0.0999,-0.1963,0.3563,0.5835,-0.0012,0.1049,
2.2900,-0.0835,-0.1879,0.3551,0.5790,0.0005,0.0909,
2.2917,-0.0672,-0.1788,0.3541,0.5748,0.0015,0.0777,
2.2933,-0.0513,-0.1689,0.3534,0.5709,0.0018,0.0655,
2.2950,-0.0361,-0.1586,0.3528,0.5674,0.0013,0.0545,
2.2967,-0.0219,-0.1479,0.3524,0.5640,-0.0000,0.0449,
2.2983,-0.0089,-0.1369,0.3522,0.5608,-0.0023,0.0367,
2.3000,0.0027,-0.1259,0.3522,0.5577,-0.0053,0.0303,
2.3017,0.0126,-0.1149,0.3524,0.5547,-0.0092,0.0257,
2.3033,0.0209,-0.1042,0.3529,0.5516,-0.0138,0.0231,
2.3050,0.0273,-0.0938,0.3537,0.5485,-0.0191,0.0226,
2.3067,0.0319,-0.0840,0.3548,0.5453,-0.0249,0.0242,
2.3083,0.0346,-0.0747,0.3564,0.5421,-0.0313,0.0280,
2.3100,0.0354,-0.0661,0.3585,0.5387,-0.0380,0.0340,
2.3117,0.0345,-0.0584,0.3611,0.5353,-0.0451,0.0421,
2.3133,0.0320,-0.0515,0.3643,0.5318,-0.0525,0.0521,
2.3150,0.0279,-0.0456,0.3681,0.5283,-0.0601,0.0639,
2.3167,0.0225,-0.0407,0.3726,0.5249,-0.0679,0.0772,
2.3183,0.0159,-0.0369,0.3778,0.5215,-0.0760,0.0918,
2.3200,0.0085,-0.0341,0.3837,0.5183,-0.0843,0.1073,
2.3217,0.0004,-0.0323,0.3902,0.5154,-0.0928,0.1235,
2.3233,-0.0081,-0.0315,0.3974,0.5127,-0.1016,0.1399,
2.3250,-0.0168,-0.0317,0.4052,0.5105,-0.1107,0.1562,
2.3267,-0.0254,-0.0328,0.4136,0.5087,-0.1201,0.1720,
2.3283,-0.0338,-0.0346,0.4224,0.5075,-0.1298,0.1871,
2.3300,-0.0415,-0.0370,0.4316,0.5069,-0.1397,0.2010,
2.3317,-0.0486,-0.0400,0.4411,0.5069,-0.1499,0.2136,
2.3333,-0.0547,-0.0432,0.4508,0.5077,-0.1601,0.2245,
2.3350,-0.0597,-0.0467,0.4606,0.5092,-0.1704,0.2336,
2.3367,-0.0635,-0.0502,0.4702,0.5115,-0.1805,0.2408,
2.3383,-0.0660,-0.0536,0.4797,0.5147,-0.1903,0.2460,
2.3400,-0.0671,-0.0567,0.4889,0.5186,-0.1996,0.2491,
2.3417,-0.0667,-0.0595,0.4977,0.5234,-0.2082,0.2502,
2.3433,-0.0649,-0.0619,0.5059,0.5290,-0.2158,0.2495,
2.3450,-0.0616,-0.0637,0.5133,0.5353,-0.2222,0.2469,
2.3467,-0.0570,-0.0649,0.5200,0.5423,-0.2272,0.2428,
2.3483,-0.0511,-0.0655,0.5258,0.5500,-0.2307,0.2372,
2.3500,-0.0440,-0.0655,0.5307,0.5581,-0.2323,0.2306,
2.3517,-0.0358,-0.0650,0.5344,0.5668,-0.2321,0.2230,
2.3533,-0.0268,-0.0639,0.5371,0.5757,-0.2299,0.2149,
2.3550,-0.0169,-0.0624,0.5386,0.5849,-0.2255,0.2064,
2.3567,-0.0065,-0.0606,0.5390,0.5942,-0.2191,0.1978,
2.3583,0.0044,-0.0585,0.5383,0.6035,-0.2107,0.1894,
2.3600,0.0155,-0.0564,0.5364,0.6127,-0.2002,0.1813,
2.3617,0.0267,-0.0543,0.5335,0.6216,-0.1878,0.1737,
