time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT,
1.6917,1.1510,-34.8673,2.0919,-48.8828,0.6648,233.8625,
1.6933,1.1916,-37.7475,2.2800,-49.6590,0.7236,245.7296,
1.6950,1.2295,-40.6277,2.4722,-50.2696,0.7814,257.3405,
1.6967,1.2646,-43.4889,2.6669,-50.7263,0.8376,268.6525,
1.6983,1.2971,-46.3125,2.8627,-51.0436,0.8914,279.6262,
1.7000,1.3271,-49.0803,3.0580,-51.2381,0.9423,290.2256,
1.7017,1.3546,-51.7750,3.2510,-51.3282,0.9899,300.4185,
1.7033,1.3798,-54.3799,3.4401,-51.3333,1.0335,310.1761,
1.7050,1.4029,-56.8796,3.6235,-51.2736,1.0729,319.4731,
1.7067,1.4240,-59.2596,3.7996,-51.1691,1.1075,328.2880,
1.7083,1.4433,-61.5069,3.9669,-51.0398,1.1372,336.6026,
1.7100,1.4609,-63.6096,4.1237,-50.9043,1.1617,344.4022,
1.7117,1.4768,-65.5575,4.2687,-50.7802,1.1809,351.6750,
1.7133,1.4914,-67.3417,4.4008,-50.6832,1.1949,358.4128,
1.7150,1.5047,-68.9546,4.5188,-50.6272,1.2036,364.6099,
1.7167,1.5168,-70.3906,4.6221,-50.6238,1.2073,370.2637,
1.7183,1.5278,-71.6451,4.7098,-50.6820,1.2062,375.3741,
1.7200,1.5379,-72.7152,4.7817,-50.8087,1.2006,379.9433,
1.7217,1.5470,-73.5996,4.8377,-51.0082,1.1909,383.9762,
1.7233,1.5554,-74.2980,4.8778,-51.2827,1.1776,387.4794,
1.7250,1.5630,-74.8117,4.9023,-51.6319,1.1612,390.4619,
1.7267,1.5699,-75.1432,4.9117,-52.0538,1.1422,392.9344,
1.7283,1.5761,-75.2959,4.9067,-52.5444,1.1211,394.9096,
1.7300,1.5817,-75.2743,4.8882,-53.0984,1.0984,396.4019,
1.7317,1.5867,-75.0840,4.8572,-53.7090,1.0748,397.4272,
1.7333,1.5911,-74.7311,4.8148,-54.3686,1.0506,398.0031,
1.7350,1.5948,-74.2225,4.7623,-55.0688,1.0263,398.1487,
1.7367,1.5980,-73.5657,4.7007,-55.8007,1.0023,397.8843,
1.7383,1.6005,-72.7688,4.6314,-56.5551,0.9790,397.2319,
1.7400,1.6023,-71.8401,4.5557,-57.3227,0.9565,396.2143,
1.7417,1.6034,-70.7884,4.4746,-58.0946,0.9351,394.8557,
1.7433,1.6038,-69.6226,4.3894,-58.8619,0.9149,393.1812,
1.7450,1.6033,-68.3519,4.3010,-59.6164,0.8959,391.2169,
1.7467,1.6021,-66.9857,4.2104,-60.3503,0.8781,388.9897,
1.7483,1.6000,-65.5333,4.1185,-61.0568,0.8613,386.5272,
1.7500,1.5970,-64.0041,4.0260,-61.7296,0.8455,383.8573,
1.7517,1.5933,-62.4077,3.9335,-62.3635,0.8306,381.0087,
1.7533,1.5888,-60.7535,3.8415,-62.9542,0.8161,378.0102,
1.7550,1.5835,-59.0509,3.7505,-63.4984,0.8021,374.8908,
1.7567,1.5776,-57.3096,3.6609,-63.9934,0.7883,371.6797,
1.7583,1.5712,-55.5387,3.5730,-64.4380,0.7745,368.4059,
1.7600,1.5643,-53.7478,3.4871,-64.8314,0.7605,365.0983,
1.7617,1.5572,-51.9462,3.4033,-65.1740,0.7463,361.7856,
1.7633,1.5500,-50.1432,3.3220,-65.4666,0.7318,358.4960,
1.7650,1.5428,-48.3479,3.2433,-65.7110,0.7169,355.2571,
1.7667,1.5358,-46.5697,3.1675,-65.9095,0.7016,352.0959,
1.7683,1.5292,-44.8176,3.0949,-66.0648,0.6862,349.0386,
1.7700,1.5231,-43.1006,3.0257,-66.1802,0.6706,346.1106,
1.7717,1.5176,-41.4275,2.9602,-66.2592,0.6550,343.3362,
1.7733,1.5129,-39.8070,2.8987,-66.3055,0.6396,340.7388,
1.7750,1.5091,-38.2476,2.8415,-66.3229,0.6245,338.3405,
1.7767,1.5063,-36.7575,2.7889,-66.3156,0.6101,336.1623,
1.7783,1.5045,-35.3446,2.7412,-66.2873,0.5963,334.2236,
1.7800,1.5038,-34.0166,2.6988,-66.2422,0.5835,332.5427,
1.7817,1.5043,-32.7807,2.6617,-66.1838,0.5716,331.1363,
1.7833,1.5059,-31.6436,2.6304,-66.1160,0.5610,330.0196,
1.7850,1.5086,-30.6116,2.6049,-66.0423,0.5515,329.2064,
1.7867,1.5124,-29.6906,2.5853,-65.9659,0.5434,328.7086,
1.7883,1.5172,-28.8856,2.5718,-65.8902,0.5367,328.5367,
1.7900,1.5230,-28.2011,2.5644,-65.8182,0.5314,328.6994,
1.7917,1.5297,-27.6411,2.5629,-65.7526,0.5275,329.2036,
1.7933,1.5373,-27.2086,2.5673,-65.6961,0.5249,330.0546,
1.7950,1.5456,-26.9061,2.5776,-65.6512,0.5238,331.2558,
1.7967,1.5545,-26.7351,2.5933,-65.6203,0.5240,332.8089,
1.7983,1.5640,-26.6964,2.6145,-65.6054,0.5255,334.7138,
1.8000,1.5740,-26.7901,2.6407,-65.6085,0.5283,336.9688,
1.8017,1.5843,-27.0155,2.6718,-65.6314,0.5322,339.5704,
1.8033,1.5949,-27.3709,2.7075,-65.6758,0.5373,342.5135,
1.8050,1.6057,-27.8540,2.7474,-65.7430,0.5435,345.7914,
1.8067,1.6166,-28.4619,2.7913,-65.8344,0.5508,349.3960,
1.8083,1.6275,-29.1908,2.8389,-65.9509,0.5590,353.3176,
1.8100,1.6385,-30.0361,2.8899,-66.0934,0.5682,357.5452,
1.8117,1.6495,-30.9930,2.9441,-66.2625,0.5783,362.0669,
1.8133,1.6604,-32.0558,3.0013,-66.4587,0.5893,366.8693,
1.8150,1.6714,-33.2183,3.0610,-66.6821,0.6012,371.9382,
1.8167,1.6823,-34.4740,3.1232,-66.9328,0.6140,377.2586,
1.8183,1.6934,-35.8160,3.1877,-67.2105,0.6275,382.8147,
1.8200,1.7045,-37.2370,3.2540,-67.5149,0.6419,388.5901,
1.8217,1.7158,-38.7295,3.3221,-67.8452,0.6570,394.5680,
1.8233,1.7273,-40.2855,3.3918,-68.2007,0.6727,400.7311,
1.8250,1.7392,-41.8973,3.4626,-68.5805,0.6889,407.0620,
1.8267,1.7515,-43.5568,3.5345,-68.9834,0.7055,413.5432,
1.8283,1.7643,-45.2559,3.6071,-69.4082,0.7224,420.1571,
1.8300,1.7777,-46.9865,3.6801,-69.8535,0.7393,426.8861,
1.8317,1.7917,-48.7406,3.7534,-70.3181,0.7561,433.7130,
1.8333,1.8064,-50.5103,3.8266,-70.8002,0.7726,440.6207,
1.8350,1.8220,-52.2877,3.8995,-71.2985,0.7885,447.5925,
1.8367,1.8383,-54.0652,3.9717,-71.8114,0.8036,454.6119,
1.8383,1.8554,-55.8355,4.0432,-72.3372,0.8176,461.6632,
1.8400,1.8734,-57.5913,4.1135,-72.8745,0.8304,468.7310,
1.8417,1.8923,-59.3258,4.1826,-73.4216,0.8416,475.8005,
1.8433,1.9119,-61.0323,4.2503,-73.9769,0.8512,482.8577,
1.8450,1.9322,-62.7047,4.3164,-74.5390,0.8590,489.8889,
1.8467,1.9533,-64.3369,4.3808,-75.1064,0.8648,496.8814,
1.8483,1.9750,-65.9234,4.4435,-75.6777,0.8686,503.8232,
1.8500,1.9973,-67.4590,4.5043,-76.2513,0.8704,510.7030,
1.8517,2.0201,-68.9389,4.5634,-76.8260,0.8702,517.5102,
1.8533,2.0434,-70.3587,4.6208,-77.4004,0.8682,524.2350,
1.8550,2.0670,-71.7144,4.6765,-77.9734,0.8644,530.8687,
1.8567,2.0909,-73.0024,4.7305,-78.5435,0.8590,537.4030,
1.8583,2.1151,-74.2193,4.7831,-79.1097,0.8524,543.8307,
1.8600,2.1395,-75.3624,4.8344,-79.6707,0.8447,550.1452,
1.8617,2.1641,-76.4292,4.8845,-80.2255,0.8363,556.3409,
1.8633,2.1889,-77.4176,4.9337,-80.7729,0.8275,562.4129,
1.8650,2.2138,-78.3259,4.9820,-81.3118,0.8187,568.3571,
1.8667,2.2389,-79.1526,5.0297,-81.8412,0.8100,574.1703,
1.8683,2.2642,-79.8968,5.0769,-82.3600,0.8021,579.8500,
1.8700,2.2897,-80.5578,5.1239,-82.8672,0.7950,585.3944,
1.8717,2.3155,-81.1353,5.1709,-83.3619,0.7893,590.8026,
1.8733,2.3416,-81.6292,5.2179,-83.8430,0.7851,596.0744,
1.8750,2.3682,-82.0397,5.2653,-84.3097,0.7828,601.2102,
1.8767,2.3953,-82.3676,5.3131,-84.7610,0.7827,606.2112,
1.8783,2.4230,-82.6138,5.3616,-85.1962,0.7850,611.0792,
1.8800,2.4513,-82.7794,5.4108,-85.6145,0.7899,615.8166,
1.8817,2.4805,-82.8660,5.4611,-86.0152,0.7975,620.4263,
1.8833,2.5104,-82.8755,5.5124,-86.3977,0.8081,624.9119,
1.8850,2.5414,-82.8099,5.5650,-86.7616,0.8216,629.2772,
1.8867,2.5733,-82.6715,5.6190,-87.1065,0.8382,633.5266,
1.8883,2.6062,-82.4632,5.6744,-87.4322,0.8577,637.6646,
1.8900,2.6401,-82.1878,5.7315,-87.7387,0.8803,641.6962,
1.8917,2.6751,-81.8484,5.7903,-88.0261,0.9057,645.6264,
1.8933,2.7112,-81.4486,5.8509,-88.2947,0.9338,649.4603,
1.8950,2.7481,-80.9920,5.9134,-88.5451,0.9644,653.2033,
1.8967,2.7860,-80.4825,5.9776,-88.7780,0.9973,656.8606,
1.8983,2.8247,-79.9242,6.0437,-88.9944,1.0322,660.4373,
1.9000,2.8640,-79.3212,6.1115,-89.1953,1.0687,663.9384,
1.9017,2.9038,-78.6782,6.1810,-89.3820,1.1064,667.3690,
1.9033,2.9440,-77.9995,6.2520,-89.5560,1.1451,670.7337,
1.9050,2.9843,-77.2898,6.3244,-89.7190,1.1842,674.0370,
1.9067,3.0247,-76.5539,6.3979,-89.8727,1.2233,677.2832,
1.9083,3.0649,-75.7965,6.4722,-90.0189,1.2620,680.4761,
1.9100,3.1047,-75.0222,6.5471,-90.1595,1.2998,683.6191,
1.9117,3.1441,-74.2358,6.6221,-90.2966,1.3364,686.7154,
1.9133,3.1827,-73.4419,6.6970,-90.4319,1.3712,689.7676,
1.9150,3.2206,-72.6448,6.7713,-90.5674,1.4041,692.7780,
1.9167,3.2576,-71.8488,6.8446,-90.7048,1.4345,695.7482,
1.9183,3.2935,-71.0580,6.9166,-90.8457,1.4624,698.6794,
1.9200,3.3283,-70.2760,6.9868,-90.9916,1.4874,701.5722,
1.9217,3.3619,-69.5065,7.0549,-91.1437,1.5094,704.4267,
1.9233,3.3943,-68.7524,7.1205,-91.3029,1.5284,707.2422,
1.9250,3.4254,-68.0166,7.1833,-91.4701,1.5443,710.0177,
1.9267,3.4552,-67.3013,7.2431,-91.6456,1.5571,712.7512,
1.9283,3.4837,-66.6086,7.2995,-91.8295,1.5670,715.4404,
1.9300,3.5110,-65.9399,7.3525,-92.0216,1.5742,718.0822,
1.9317,3.5369,-65.2962,7.4020,-92.2214,1.5788,720.6727,
1.9333,3.5615,-64.6781,7.4479,-92.4282,1.5811,723.2078,
1.9350,3.5849,-64.0859,7.4902,-92.6409,1.5815,725.6824,
1.9367,3.6071,-63.5191,7.5290,-92.8580,1.5802,728.0909,
1.9383,3.6281,-62.9771,7.5643,-93.0783,1.5775,730.4274,
1.9400,3.6479,-62.4589,7.5964,-93.2998,1.5738,732.6854,
1.9417,3.6665,-61.9628,7.6253,-93.5207,1.5693,734.8577,
1.9433,3.6839,-61.4874,7.6513,-93.7391,1.5642,736.9373,
1.9450,3.7002,-61.0303,7.6745,-93.9530,1.5589,738.9164,
1.9467,3.7153,-60.5895,7.6951,-94.1604,1.5533,740.7875,
1.9483,3.7292,-60.1625,7.7132,-94.3593,1.5476,742.5428,
1.9500,3.7419,-59.7467,7.7288,-94.5478,1.5417,744.1744,
1.9517,3.7533,-59.3393,7.7422,-94.7240,1.5355,745.6747,
1.9533,3.7633,-58.9379,7.7532,-94.8863,1.5289,747.0363,
1.9550,3.7718,-58.5396,7.7620,-95.0332,1.5217,748.2522,
1.9567,3.7787,-58.1419,7.7683,-95.1632,1.5136,749.3156,
1.9583,3.7840,-57.7422,7.7722,-95.2752,1.5041,750.2203,
1.9600,3.7875,-57.3381,7.7735,-95.3682,1.4931,750.9608,
1.9617,3.7890,-56.9275,7.7719,-95.4415,1.4801,751.5320,
1.9633,3.7884,-56.5082,7.7673,-95.4943,1.4647,751.9297,
1.9650,3.7855,-56.0785,7.7594,-95.5263,1.4465,752.1503,
1.9667,3.7801,-55.6368,7.7480,-95.5372,1.4254,752.1911,
1.9683,3.7721,-55.1818,7.7328,-95.5270,1.4010,752.0502,
1.9700,3.7614,-54.7122,7.7134,-95.4956,1.3732,751.7263,
1.9717,3.7479,-54.2274,7.6898,-95.4433,1.3417,751.2192,
1.9733,3.7312,-53.7267,7.6615,-95.3703,1.3067,750.5295,
1.9750,3.7115,-53.2098,7.6284,-95.2771,1.2682,749.6586,
1.9767,3.6886,-52.6765,7.5904,-95.1641,1.2263,748.6084,
1.9783,3.6625,-52.1269,7.5473,-95.0318,1.1813,747.3820,
1.9800,3.6332,-51.5614,7.4990,-94.8810,1.1336,745.9830,
1.9817,3.6007,-50.9802,7.4455,-94.7121,1.0836,744.4156,
1.9833,3.5651,-50.3840,7.3868,-94.5259,1.0318,742.6848,
1.9850,3.5265,-49.7735,7.3231,-94.3232,0.9790,740.7961,
1.9867,3.4851,-49.1494,7.2544,-94.1045,0.9256,738.7557,
1.9883,3.4411,-48.5127,7.1810,-93.8708,0.8724,736.5701,
1.9900,3.3947,-47.8641,7.1031,-93.6226,0.8201,734.2460,
1.9917,3.3462,-47.2046,7.0210,-93.3608,0.7694,731.7910,
1.9933,3.2959,-46.5352,6.9349,-93.0860,0.7211,729.2125,
1.9950,3.2440,-45.8567,6.8452,-92.7990,0.6759,726.5183,
1.9967,3.1910,-45.1700,6.7523,-92.5005,0.6343,723.7166,
1.9983,3.1372,-44.4761,6.6564,-92.1911,0.5970,720.8153,
2.0000,3.0829,-43.7758,6.5581,-91.8715,0.5645,717.8229,
2.0017,3.0285,-43.0700,6.4577,-91.5424,0.5372,714.7476,
2.0033,2.9742,-42.3593,6.3555,-91.2043,0.5154,711.5977,
2.0050,2.9205,-41.6448,6.2519,-90.8578,0.4994,708.3815,
2.0067,2.8675,-40.9270,6.1473,-90.5035,0.4893,705.1075,
2.0083,2.8155,-40.2067,6.0421,-90.1420,0.4851,701.7838,
2.0100,2.7649,-39.4847,5.9365,-89.7738,0.4868,698.4185,
2.0117,2.7159,-38.7616,5.8309,-89.3994,0.4941,695.0200,
2.0133,2.6685,-38.0381,5.7257,-89.0194,0.5068,691.5960,
2.0150,2.6230,-37.3150,5.6212,-88.6343,0.5244,688.1545,
2.0167,2.5796,-36.5930,5.5176,-88.2447,0.5467,684.7034,
2.0183,2.5382,-35.8728,5.4154,-87.8511,0.5729,681.2502,
2.0200,2.4990,-35.1551,5.3148,-87.4542,0.6027,677.8025,
2.0217,2.4620,-34.4407,5.2161,-87.0546,0.6353,674.3675,
2.0233,2.4272,-33.7304,5.1195,-86.6528,0.6702,670.9525,
2.0250,2.3945,-33.0250,5.0255,-86.2497,0.7067,667.5645,
2.0267,2.3638,-32.3254,4.9342,-85.8458,0.7441,664.2103,
2.0283,2.3350,-31.6323,4.8459,-85.4419,0.7819,660.8964,
2.0300,2.3081,-30.9467,4.7607,-85.0387,0.8195,657.6295,
2.0317,2.2827,-30.2694,4.6789,-84.6370,0.8563,654.4157,
2.0333,2.2589,-29.6014,4.6006,-84.2377,0.8918,651.2611,
2.0350,2.2363,-28.9435,4.5260,-83.8415,0.9255,648.1714,
2.0367,2.2149,-28.2967,4.4552,-83.4493,0.9571,645.1524,
2.0383,2.1944,-27.6619,4.3882,-83.0619,0.9862,642.2094,
2.0400,2.1747,-27.0399,4.3251,-82.6804,1.0126,639.3475,
2.0417,2.1557,-26.4316,4.2659,-82.3054,1.0361,636.5718,
2.0433,2.1371,-25.8379,4.2105,-81.9380,1.0566,633.8869,
2.0450,2.1189,-25.2596,4.1589,-81.5790,1.0740,631.2975,
2.0467,2.1011,-24.6973,4.1110,-81.2293,1.0884,628.8077,
2.0483,2.0834,-24.1519,4.0666,-80.8897,1.0998,626.4217,
2.0500,2.0660,-23.6239,4.0258,-80.5612,1.1084,624.1432,
2.0517,2.0488,-23.1140,3.9883,-80.2444,1.1143,621.9759,
2.0533,2.0319,-22.6227,3.9539,-79.9402,1.1177,619.9231,
2.0550,2.0153,-22.1505,3.9225,-79.6492,1.1189,617.9879,
2.0567,1.9990,-21.6977,3.8940,-79.3722,1.1180,616.1732,
2.0583,1.9832,-21.2647,3.8682,-79.1098,1.1154,614.4816,
2.0600,1.9681,-20.8517,3.8449,-78.8624,1.1113,612.9156,
2.0617,1.9536,-20.4590,3.8239,-78.6307,1.1058,611.4773,
2.0633,1.9401,-20.0865,3.8052,-78.4151,1.0993,610.1686,
2.0650,1.9275,-19.7343,3.7887,-78.2158,1.0920,608.9913,
2.0667,1.9162,-19.4025,3.7741,-78.0333,1.0841,607.9470,
2.0683,1.9062,-19.0910,3.7615,-77.8679,1.0757,607.0369,
2.0700,1.8976,-18.7995,3.7507,-77.7196,1.0670,606.2621,
2.0717,1.8906,-18.5280,3.7417,-77.5887,1.0581,605.6237,
2.0733,1.8852,-18.2761,3.7344,-77.4753,1.0492,605.1223,
2.0750,1.8816,-18.0436,3.7288,-77.3795,1.0403,604.7584,
2.0767,1.8798,-17.8302,3.7249,-77.3012,1.0316,604.5326,
2.0783,1.8798,-17.6356,3.7226,-77.2404,1.0229,604.4449,
2.0800,1.8816,-17.4594,3.7220,-77.1969,1.0145,604.4954,
2.0817,1.8851,-17.3012,3.7229,-77.1708,1.0062,604.6840,
2.0833,1.8904,-17.1607,3.7256,-77.1616,0.9982,605.0104,
2.0850,1.8973,-17.0374,3.7299,-77.1693,0.9904,605.4742,
2.0867,1.9058,-16.9310,3.7359,-77.1935,0.9828,606.0748,
2.0883,1.9157,-16.8412,3.7437,-77.2337,0.9755,606.8115,
2.0900,1.9269,-16.7674,3.7533,-77.2898,0.9683,607.6834,
2.0917,1.9394,-16.7092,3.7648,-77.3611,0.9615,608.6896,
2.0933,1.9529,-16.6663,3.7783,-77.4471,0.9548,609.8288,
2.0950,1.9674,-16.6382,3.7938,-77.5474,0.9485,611.0997,
2.0967,1.9827,-16.6244,3.8114,-77.6613,0.9424,612.5009,
2.0983,1.9988,-16.6244,3.8313,-77.7883,0.9366,614.0307,
2.1000,2.0155,-16.6375,3.8536,-77.9276,0.9312,615.6872,
2.1017,2.0328,-16.6631,3.8783,-78.0786,0.9262,617.4683,
2.1033,2.0505,-16.7005,3.9057,-78.2406,0.9215,619.3719,
2.1050,2.0686,-16.7489,3.9358,-78.4130,0.9173,621.3953,
2.1067,2.0871,-16.8073,3.9688,-78.5949,0.9134,623.5359,
2.1083,2.1058,-16.8749,4.0047,-78.7858,0.9099,625.7907,
2.1100,2.1248,-16.9506,4.0437,-78.9850,0.9069,628.1565,
2.1117,2.1441,-17.0331,4.0860,-79.1917,0.9042,630.6298,
2.1133,2.1637,-17.1214,4.1315,-79.4053,0.9019,633.2069,
2.1150,2.1836,-17.2139,4.1804,-79.6253,0.8999,635.8840,
2.1167,2.2039,-17.3094,4.2327,-79.8510,0.8983,638.6567,
2.1183,2.2248,-17.4064,4.2885,-80.0818,0.8970,641.5207,
2.1200,2.2462,-17.5034,4.3477,-80.3171,0.8960,644.4714,
2.1217,2.2684,-17.5988,4.4104,-80.5565,0.8953,647.5040,
2.1233,2.2915,-17.6911,4.4766,-80.7994,0.8949,650.6135,
2.1250,2.3157,-17.7785,4.5462,-81.0453,0.8949,653.7946,
2.1267,2.3411,-17.8595,4.6191,-81.2937,0.8952,657.0420,
2.1283,2.3679,-17.9324,4.6953,-81.5440,0.8959,660.3500,
2.1300,2.3964,-17.9956,4.7746,-81.7957,0.8971,663.7130,
2.1317,2.4267,-18.0475,4.8570,-82.0484,0.8989,667.1249,
2.1333,2.4589,-18.0865,4.9423,-82.3014,0.9013,670.5798,
2.1350,2.4933,-18.1111,5.0303,-82.5542,0.9044,674.0715,
2.1367,2.5299,-18.1197,5.1209,-82.8063,0.9083,677.5936,
2.1383,2.5688,-18.1111,5.2138,-83.0571,0.9133,681.1396,
2.1400,2.6100,-18.0837,5.3089,-83.3060,0.9193,684.7032,
2.1417,2.6536,-18.0364,5.4059,-83.5524,0.9264,688.2776,
2.1433,2.6995,-17.9681,5.5045,-83.7957,0.9350,691.8563,
2.1450,2.7477,-17.8775,5.6046,-84.0354,0.9449,695.4326,
2.1467,2.7979,-17.7639,5.7058,-84.2708,0.9565,698.9998,
2.1483,2.8500,-17.6263,5.8078,-84.5015,0.9697,702.5515,
2.1500,2.9037,-17.4642,5.9104,-84.7268,0.9848,706.0810,
2.1517,2.9589,-17.2768,6.0131,-84.9463,1.0018,709.5820,
2.1533,3.0151,-17.0640,6.1158,-85.1595,1.0207,713.0483,
2.1550,3.0722,-16.8253,6.2181,-85.3660,1.0416,716.4738,
2.1567,3.1297,-16.5607,6.3196,-85.5654,1.0645,719.8527,
2.1583,3.1873,-16.2703,6.4201,-85.7575,1.0893,723.1793,
2.1600,3.2448,-15.9543,6.5192,-85.9419,1.1159,726.4484,
2.1617,3.3017,-15.6130,6.6166,-86.1185,1.1442,729.6548,
2.1633,3.3579,-15.2471,6.7121,-86.2871,1.1739,732.7940,
2.1650,3.4129,-14.8572,6.8054,-86.4476,1.2048,735.8615,
2.1667,3.4667,-14.4441,6.8962,-86.5999,1.2367,738.8533,
2.1683,3.5189,-14.0087,6.9843,-86.7441,1.2692,741.7656,
2.1700,3.5694,-13.5522,7.0696,-86.8800,1.3021,744.5951,
2.1717,3.6180,-13.0757,7.1520,-87.0077,1.3350,747.3387,
2.1733,3.6647,-12.5805,7.2313,-87.1272,1.3676,749.9938,
2.1750,3.7094,-12.0678,7.3075,-87.2385,1.3997,752.5579,
2.1767,3.7519,-11.5392,7.3806,-87.3416,1.4310,755.0289,
2.1783,3.7924,-10.9960,7.4507,-87.4364,1.4611,757.4048,
2.1800,3.8308,-10.4398,7.5177,-87.5229,1.4900,759.6840,
2.1817,3.8670,-9.8720,7.5819,-87.6009,1.5173,761.8649,
2.1833,3.9012,-9.2941,7.6432,-87.6702,1.5429,763.9462,
2.1850,3.9333,-8.7076,7.7019,-87.7308,1.5667,765.9266,
2.1867,3.9634,-8.1139,7.7580,-87.7823,1.5885,767.8051,
2.1883,3.9915,-7.5144,7.8118,-87.8244,1.6083,769.5804,
2.1900,4.0177,-6.9104,7.8634,-87.8567,1.6260,771.2517,
2.1917,4.0419,-6.3032,7.9128,-87.8791,1.6415,772.8179,
2.1933,4.0641,-5.6940,7.9602,-87.8909,1.6549,774.2779,
2.1950,4.0843,-5.0837,8.0056,-87.8920,1.6662,775.6308,
2.1967,4.1025,-4.4735,8.0492,-87.8818,1.6755,776.8757,
2.1983,4.1186,-3.8642,8.0908,-87.8601,1.6828,778.0115,
2.2000,4.1327,-3.2566,8.1304,-87.8265,1.6881,779.0374,
2.2017,4.1445,-2.6514,8.1681,-87.7808,1.6916,779.9524,
2.2033,4.1542,-2.0493,8.2036,-87.7228,1.6934,780.7556,
2.2050,4.1615,-1.4507,8.2367,-87.6523,1.6935,781.4463,
2.2067,4.1666,-0.8563,8.2674,-87.5694,1.6921,782.0236,
2.2083,4.1693,-0.2663,8.2955,-87.4741,1.6893,782.4869,
2.2100,4.1696,0.3189,8.3205,-87.3666,1.6851,782.8358,
2.2117,4.1676,0.8989,8.3424,-87.2471,1.6796,783.0699,
2.2133,4.1633,1.4735,8.3609,-87.1162,1.6729,783.1890,
2.2150,4.1568,2.0424,8.3758,-86.9741,1.6650,783.1932,
2.2167,4.1481,2.6055,8.3868,-86.8214,1.6562,783.0828,
2.2183,4.1373,3.1625,8.3937,-86.6589,1.6463,782.8584,
2.2200,4.1246,3.7132,8.3963,-86.4872,1.6357,782.5208,
2.2217,4.1101,4.2575,8.3945,-86.3070,1.6243,782.0711,
2.2233,4.0939,4.7951,8.3883,-86.1193,1.6122,781.5108,
2.2250,4.0762,5.3260,8.3774,-85.9248,1.5998,780.8415,
2.2267,4.0573,5.8500,8.3619,-85.7246,1.5870,780.0653,
2.2283,4.0371,6.3670,8.3418,-85.5196,1.5742,779.1844,
2.2300,4.0159,6.8768,8.3171,-85.3107,1.5614,778.2014,
2.2317,3.9938,7.3793,8.2880,-85.0989,1.5490,777.1192,
2.2333,3.9709,7.8745,8.2545,-84.8851,1.5371,775.9407,
2.2350,3.9474,8.3623,8.2168,-84.6704,1.5259,774.6694,
2.2367,3.9233,8.8427,8.1750,-84.4555,1.5158,773.3088,
2.2383,3.8987,9.3156,8.1295,-84.2413,1.5068,771.8624,
2.2400,3.8737,9.7811,8.0804,-84.0285,1.4993,770.3343,
2.2417,3.8482,10.2393,8.0280,-83.8177,1.4934,768.7283,
2.2433,3.8223,10.6903,7.9725,-83.6094,1.4893,767.0486,
2.2450,3.7959,11.1342,7.9142,-83.4042,1.4871,765.2994,
2.2467,3.7692,11.5711,7.8535,-83.2023,1.4869,763.4847,
2.2483,3.7420,12.0015,7.7905,-83.0039,1.4888,761.6089,
2.2500,3.7142,12.4254,7.7255,-82.8090,1.4928,759.6761,
2.2517,3.6860,12.8433,7.6588,-82.6177,1.4989,757.6903,
2.2533,3.6572,13.2555,7.5907,-82.4296,1.5070,755.6556,
2.2550,3.6277,13.6625,7.5213,-82.2445,1.5169,753.5761,
2.2567,3.5976,14.0646,7.4509,-82.0619,1.5287,751.4554,
2.2583,3.5669,14.4624,7.3798,-81.8813,1.5419,749.2974,
2.2600,3.5354,14.8564,7.3081,-81.7020,1.5564,747.1056,
2.2617,3.5032,15.2470,7.2359,-81.5233,1.5719,744.8834,
2.2633,3.4703,15.6349,7.1636,-81.3443,1.5881,742.6340,
2.2650,3.4366,16.0204,7.0911,-81.1642,1.6046,740.3605,
2.2667,3.4022,16.4042,7.0187,-80.9821,1.6211,738.0660,
2.2683,3.3672,16.7867,6.9465,-80.7970,1.6371,735.7531,
2.2700,3.3315,17.1684,6.8745,-80.6081,1.6522,733.4242,
2.2717,3.2951,17.5495,6.8029,-80.4143,1.6661,731.0819,
2.2733,3.2581,17.9304,6.7318,-80.2149,1.6783,728.7283,
2.2750,3.2205,18.3113,6.6613,-80.0089,1.6885,726.3654,
2.2767,3.1823,18.6925,6.5913,-79.7956,1.6964,723.9949,
2.2783,3.1437,19.0739,6.5220,-79.5743,1.7015,721.6185,
2.2800,3.1045,19.4554,6.4533,-79.3443,1.7037,719.2375,
2.2817,3.0649,19.8371,6.3854,-79.1052,1.7028,716.8531,
2.2833,3.0249,20.2185,6.3182,-78.8565,1.6986,714.4664,
2.2850,2.9846,20.5994,6.2518,-78.5979,1.6910,712.0782,
2.2867,2.9440,20.9793,6.1862,-78.3294,1.6801,709.6893,
2.2883,2.9032,21.3577,6.1213,-78.0509,1.6659,707.3004,
2.2900,2.8624,21.7338,6.0572,-77.7626,1.6485,704.9119,
2.2917,2.8216,22.1070,5.9939,-77.4649,1.6282,702.5243,
2.2933,2.7809,22.4765,5.9313,-77.1580,1.6051,700.1383,
2.2950,2.7405,22.8413,5.8694,-76.8428,1.5796,697.7543,
2.2967,2.7004,23.2005,5.8082,-76.5200,1.5519,695.3730,
2.2983,2.6609,23.5531,5.7477,-76.1904,1.5226,692.9953,
2.3000,2.6220,23.8981,5.6879,-75.8551,1.4919,690.6221,
2.3017,2.5839,24.2344,5.6287,-75.5154,1.4602,688.2546,
2.3033,2.5467,24.5609,5.5701,-75.1725,1.4281,685.8945,
2.3050,2.5105,24.8766,5.5122,-74.8278,1.3959,683.5435,
